0,ADHD_Ritalin_C0002658,ADHD_Amphetamine_C0002658,ADHD_Clonidine_C0009014,ADHD_Methamphetamine_C0025611,ADHD_Omega-3 polyunsaturated fatty acids_C0015689,Alcohol Dependence_Naltrexone_C0027360,Alcohol Dependence_Disulfiram_C0012772,Alcohol Withdrawal_Gabapentin_C0060926,Alcohol Withdrawal_Diazepam_C0012010,Alcohol Withdrawal_Valium_C0012010,Alcohol Withdrawal_Clonidine_C0009014,Anxiety_Gabapentin_C0060926,Anxiety_Diazepam_C0012010,Anxiety_Valium_C0012010,Anxiety_Propranolol_C0033497,Anxiety_Tramadol_C0040610,Anxiety_Atenolol_C0004147,Anxiety_Clonidine_C0009014,Anxiety_Lamotrigine_C0064636,Anxiety_Prochlorperazine_C0033229,Anxiety_Dilantin_C0031507,Anxiety_Phenytoin_C0031507,Anxiety and Stress_Fluoxetine_C0016365,Anxiety and Stress_Amitriptyline_C0002600,Anxiety and Stress_Elavil_C0002600,Anxiety and Stress_Prazosin_C0032912,Binge Eating Disorde_Fluoxetine_C0016365,Bipolar Disorde_Lamotrigine_C0064636,Bipolar Disorde_Quetiapine_C0123091,Bipolar Disorde_Lithium_C0023870,Bipolar Disorde_Olanzapine_C0171023,Bipolar Disorde_Gabapentin_C0060926,Bipolar Disorde_Carbamazepine_C0006949,Bipolar Disorde_Valproic acid_C0042291,Bipolar Disorde_Clonidine_C0009014,Borderline Personality Disorde_Quetiapine_C0123091,Borderline Personality Disorde_Lamotrigine_C0064636,Borderline Personality Disorde_Olanzapine_C0171023,Borderline Personality Disorde_Lithium_C0023870,Borderline Personality Disorde_Fluoxetine_C0016365,Borderline Personality Disorde_Clozapine_C0009079,Borderline Personality Disorde_Carbamazepine_C0006949,Bulimia_Fluoxetine_C0016365,Depression_Fluoxetine_C0016365,Depression_Quetiapine_C0123091,Depression_Tramadol_C0040610,Depression_Lamotrigine_C0064636,Depression_Olanzapine_C0171023,Depression_Amitriptyline_C0002600,Depression_Lithium_C0023870,Depression_Elavil_C0002600,Depression_Desipramine_C0011685,Depression_Imipramine_C0020934,Depression_S-adenosylmethionine_C0036002,Depression_Tofranil_C0020934,Depression_Tryptophan_C0041249,Generalized Anxiety Disorde_Pregabalin_C0657912,Generalized Anxiety Disorde_Quetiapine_C0123091,Generalized Anxiety Disorde_Lyrica_C0657912,Hypersomnia_Caffeine_C0006644,Insomnia_Quetiapine_C0123091,Insomnia_Amitriptyline_C0002600,Insomnia_Melatonin_C0025219,Insomnia_Diphenhydramine_C0012522,Insomnia_Gabapentin_C0060926,Insomnia_Olanzapine_C0171023,Insomnia_Elavil_C0002600,Insomnia_Tryptophan_C0041249,Major Depressive Disorde_Fluoxetine_C0016365,Major Depressive Disorde_Quetiapine_C0123091,Major Depressive Disorde_Olanzapine_C0171023,mance Anxiety_Propranolol_C0033497,Mania_Lithium_C0023870,Mania_Chlorpromazine_C0008286,Mania_Haloperidol_C0018546,Mania_Valproic acid_C0042291,Obsessive Compulsive Disorde_Fluoxetine_C0016365,Obsessive Compulsive Disorde_Quetiapine_C0123091,Obsessive Compulsive Disorde_Olanzapine_C0171023,Opiate Dependence_Buprenorphine / naloxone_C1169989,Opiate Dependence_Buprenorphine_C0006405,Opiate Dependence_Naltrexone_C0027360,Opiate Withdrawal_Methadone_C0025605,Opiate Withdrawal_Clonidine_C0009014,Opiate Withdrawal_Chlorpromazine_C0008286,Opiate Withdrawal_Tramadol_C0040610,Panic Disorde_Fluoxetine_C0016365,Panic Disorde_Propranolol_C0033497,Panic Disorde_Imipramine_C0020934,Panic Disorde_Tofranil_C0020934,Paranoid Disorde_Olanzapine_C0171023,Paranoid Disorde_Quetiapine_C0123091,Paranoid Disorde_Clozapine_C0009079,Post Traumatic Stress Disorde_Prazosin_C0032912,Post Traumatic Stress Disorde_Quetiapine_C0123091,Post Traumatic Stress Disorde_Lamotrigine_C0064636,Post Traumatic Stress Disorde_Amitriptyline_C0002600,Post Traumatic Stress Disorde_Elavil_C0002600,Postpartum Depression_Fluoxetine_C0016365,Premenstrual Dysphoric Disorde_Fluoxetine_C0016365,Schizoaffective Disorde_Olanzapine_C0171023,Schizoaffective Disorde_Quetiapine_C0123091,Schizoaffective Disorde_Lamotrigine_C0064636,Schizoaffective Disorde_Lithium_C0023870,Schizoaffective Disorde_Valproic acid_C0042291,Schizophrenia_Olanzapine_C0171023,Schizophrenia_Quetiapine_C0123091,Schizophrenia_Clozapine_C0009079,Schizophrenia_Chlorpromazine_C0008286,Sexual Dysfunction; SSRI Induced_Sildenafil_C0724693,Sexual Dysfunction; SSRI Induced_Yohimbine_C0724441,Tourette's Syndrome_Clonidine_C0009014,Tourette's Syndrome_Haloperidol_C0018546,Tourette's Syndrome_Olanzapine_C0171023
Alcohol Withdrawal_Clonidine_C0009014,0.034093727618426835,0.034093727618426835,1.0,0.03514960512999028,0.0,0.03859512529421429,0.0,0.05154380479763513,0.017829659333554067,0.017829659333554067,1.0,0.05154380479763513,0.017829659333554067,0.017829659333554067,0.007277877455230367,0.032007476982907436,0.0,1.0,0.017807690231754453,0.03453812367253585,0.02581562014028272,0.02581562014028272,0.026601921232703697,0.0,0.0,0.0,0.026601921232703697,0.017807690231754453,0.05063282749899195,0.010258966826312658,0.0,0.05154380479763513,0.010261938658053835,0.02142158672091296,1.0,0.05063282749899195,0.017807690231754453,0.0,0.010258966826312658,0.026601921232703697,0.03429812367845061,0.010261938658053835,0.026601921232703697,0.026601921232703697,0.05063282749899195,0.032007476982907436,0.017807690231754453,0.0,0.0,0.010258966826312658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05063282749899195,0.0,0.016376504333517453,0.05063282749899195,0.0,0.007207943937764006,0.0,0.05154380479763513,0.0,0.0,0.0,0.026601921232703697,0.05063282749899195,0.0,0.007277877455230367,0.010258966826312658,0.051235669979317326,0.018760733505613258,0.02142158672091296,0.026601921232703697,0.05063282749899195,0.0,0.0,0.031720898967726514,0.03859512529421429,0.08285981559837827,1.0,0.051235669979317326,0.032007476982907436,0.026601921232703697,0.007277877455230367,0.0,0.0,0.0,0.05063282749899195,0.03429812367845061,0.0,0.05063282749899195,0.017807690231754453,0.0,0.0,0.026601921232703697,0.026601921232703697,0.0,0.05063282749899195,0.017807690231754453,0.010258966826312658,0.02142158672091296,0.0,0.05063282749899195,0.03429812367845061,0.051235669979317326,0.0,0.0,1.0,0.018760733505613258,0.0
Anxiety_Gabapentin_C0060926,0.06726810836894608,0.06726810836894608,0.051543804797635144,0.06727538177795657,0.0,0.0,0.0,1.0,0.029473540215232737,0.029473540215232737,0.051543804797635144,1.0,0.029473540215232737,0.029473540215232737,0.012306833663993827,0.0,0.0,0.051543804797635144,0.03404843643541737,0.06728748594116603,0.05066409903364234,0.05066409903364234,0.05063968350724251,0.0,0.0,0.0,0.05063968350724251,0.03404843643541737,0.10095553617750197,0.018713711157167322,0.0,1.0,0.01878714877600898,0.040624409892318664,0.051543804797635144,0.10095553617750197,0.03404843643541737,0.0,0.018713711157167322,0.05063968350724251,0.06757291887095151,0.01878714877600898,0.05063968350724251,0.05063968350724251,0.10095553617750197,0.0,0.03404843643541737,0.0,0.0,0.018713711157167322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10095553617750197,0.0,0.009948513180101447,0.10095553617750197,0.0,0.013691802399056922,0.0,1.0,0.0,0.0,0.0,0.05063968350724251,0.10095553617750197,0.0,0.012306833663993827,0.018713711157167322,0.10093634722971011,0.033928083470303565,0.040624409892318664,0.05063968350724251,0.10095553617750197,0.0,0.0,0.05078570547884362,0.0,0.051538079811908694,0.051543804797635144,0.10093634722971011,0.0,0.05063968350724251,0.012306833663993827,0.0,0.0,0.0,0.10095553617750197,0.06757291887095151,0.0,0.10095553617750197,0.03404843643541737,0.0,0.0,0.05063968350724251,0.05063968350724251,0.0,0.10095553617750197,0.03404843643541737,0.018713711157167322,0.040624409892318664,0.0,0.10095553617750197,0.06757291887095151,0.10093634722971011,0.0,0.0,0.051543804797635144,0.033928083470303565,0.0
Anxiety_Diazepam_C0012010,0.01996146178874901,0.01996146178874901,0.017829659333554067,0.019926383340459205,0.0,0.0,0.0,0.02947354021523274,1.0,1.0,0.017829659333554067,0.02947354021523274,1.0,1.0,0.004581274223956417,0.0,0.0,0.017829659333554067,0.011076871426610284,0.020096012465239177,0.015285606136163202,0.015285606136163202,0.017162937777113318,0.0,0.0,0.0,0.017162937777113318,0.011076871426610284,0.029087327594348806,0.0068655831037906165,0.0,0.02947354021523274,0.007022904024015087,0.013634876541035616,0.017829659333554067,0.029087327594348806,0.011076871426610284,0.0,0.0068655831037906165,0.017162937777113318,0.02015118417643712,0.007022904024015087,0.017162937777113318,0.017162937777113318,0.029087327594348806,0.0,0.011076871426610284,0.0,0.0,0.0068655831037906165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029087327594348806,0.0,0.003829347047217213,0.029087327594348806,0.0,0.004535708412584561,0.0,0.02947354021523274,0.0,0.0,0.0,0.017162937777113318,0.029087327594348806,0.0,0.004581274223956417,0.0068655831037906165,0.03010591024273649,0.0316195751597365,0.013634876541035616,0.017162937777113318,0.029087327594348806,0.0,0.0,0.01875096807131724,0.0,0.017690676603378686,0.017829659333554067,0.03010591024273649,0.0,0.017162937777113318,0.004581274223956417,0.0,0.0,0.0,0.029087327594348806,0.02015118417643712,0.0,0.029087327594348806,0.011076871426610284,0.0,0.0,0.017162937777113318,0.017162937777113318,0.0,0.029087327594348806,0.011076871426610284,0.0068655831037906165,0.013634876541035616,0.0,0.029087327594348806,0.02015118417643712,0.03010591024273649,0.0,0.0,0.017829659333554067,0.0316195751597365,0.0
Anxiety_Valium_C0012010,0.01996146178874901,0.01996146178874901,0.017829659333554067,0.019926383340459205,0.0,0.0,0.0,0.02947354021523274,1.0,1.0,0.017829659333554067,0.02947354021523274,1.0,1.0,0.004581274223956417,0.0,0.0,0.017829659333554067,0.011076871426610284,0.020096012465239177,0.015285606136163202,0.015285606136163202,0.017162937777113318,0.0,0.0,0.0,0.017162937777113318,0.011076871426610284,0.029087327594348806,0.0068655831037906165,0.0,0.02947354021523274,0.007022904024015087,0.013634876541035616,0.017829659333554067,0.029087327594348806,0.011076871426610284,0.0,0.0068655831037906165,0.017162937777113318,0.02015118417643712,0.007022904024015087,0.017162937777113318,0.017162937777113318,0.029087327594348806,0.0,0.011076871426610284,0.0,0.0,0.0068655831037906165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029087327594348806,0.0,0.003829347047217213,0.029087327594348806,0.0,0.004535708412584561,0.0,0.02947354021523274,0.0,0.0,0.0,0.017162937777113318,0.029087327594348806,0.0,0.004581274223956417,0.0068655831037906165,0.03010591024273649,0.0316195751597365,0.013634876541035616,0.017162937777113318,0.029087327594348806,0.0,0.0,0.01875096807131724,0.0,0.017690676603378686,0.017829659333554067,0.03010591024273649,0.0,0.017162937777113318,0.004581274223956417,0.0,0.0,0.0,0.029087327594348806,0.02015118417643712,0.0,0.029087327594348806,0.011076871426610284,0.0,0.0,0.017162937777113318,0.017162937777113318,0.0,0.029087327594348806,0.011076871426610284,0.0068655831037906165,0.013634876541035616,0.0,0.029087327594348806,0.02015118417643712,0.03010591024273649,0.0,0.0,0.017829659333554067,0.0316195751597365,0.0
Anxiety_Propranolol_C0033497,0.024854539309149392,0.024854539309149392,0.007277877455230366,0.024751872219762574,0.0,0.0,0.0,0.012306833663993827,0.004581274223956417,0.004581274223956417,0.007277877455230366,0.012306833663993827,0.004581274223956417,0.004581274223956417,1.0,0.0,0.030621229795198986,0.007277877455230366,0.0056768412830143925,0.009687851754091476,0.007033634640803872,0.007033634640803872,0.008428355679749684,0.0,0.0,0.028496227250822573,0.008428355679749684,0.0056768412830143925,0.012381557203796974,0.004676015716299287,0.0,0.012306833663993827,0.004141939071941397,0.0072915161659535006,0.007277877455230366,0.012381557203796974,0.0056768412830143925,0.0,0.004676015716299287,0.008428355679749684,0.008867700679665667,0.004141939071941397,0.008428355679749684,0.008428355679749684,0.012381557203796974,0.0,0.0056768412830143925,0.0,0.0,0.004676015716299287,0.0,0.02735014619062258,0.0,0.0,0.0,0.0,0.0,0.012381557203796974,0.0,0.002769283284344886,0.012381557203796974,0.0,0.010075719860870672,0.028855679509324196,0.012306833663993827,0.0,0.0,0.0,0.008428355679749684,0.012381557203796974,0.0,1.0,0.004676015716299287,0.013164179820779493,0.013599381015101433,0.0072915161659535006,0.008428355679749684,0.012381557203796974,0.0,0.0,0.007446719827479572,0.0,0.0074753646493185034,0.007277877455230366,0.013164179820779493,0.0,0.008428355679749684,1.0,0.0,0.0,0.0,0.012381557203796974,0.008867700679665667,0.028496227250822573,0.012381557203796974,0.0056768412830143925,0.0,0.0,0.008428355679749684,0.008428355679749684,0.0,0.012381557203796974,0.0056768412830143925,0.004676015716299287,0.0072915161659535006,0.0,0.012381557203796974,0.008867700679665667,0.013164179820779493,0.030621229795198986,0.04316163049216131,0.007277877455230366,0.013599381015101433,0.0
Anxiety_Tramadol_C0040610,0.0,0.0,0.032007476982907436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032007476982907436,0.0,0.0,0.0,0.0,1.0,0.0,0.032007476982907436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032007476982907436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016698980269108186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032007476982907436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032007476982907436,0.0,0.0
Anxiety_Atenolol_C0004147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030621229795198986,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030621229795198986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030621229795198986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
Anxiety_Clonidine_C0009014,0.034093727618426835,0.034093727618426835,1.0,0.03514960512999028,0.0,0.03859512529421429,0.0,0.05154380479763513,0.017829659333554067,0.017829659333554067,1.0,0.05154380479763513,0.017829659333554067,0.017829659333554067,0.007277877455230367,0.032007476982907436,0.0,1.0,0.017807690231754453,0.03453812367253585,0.02581562014028272,0.02581562014028272,0.026601921232703697,0.0,0.0,0.0,0.026601921232703697,0.017807690231754453,0.05063282749899195,0.010258966826312658,0.0,0.05154380479763513,0.010261938658053835,0.02142158672091296,1.0,0.05063282749899195,0.017807690231754453,0.0,0.010258966826312658,0.026601921232703697,0.03429812367845061,0.010261938658053835,0.026601921232703697,0.026601921232703697,0.05063282749899195,0.032007476982907436,0.017807690231754453,0.0,0.0,0.010258966826312658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05063282749899195,0.0,0.016376504333517453,0.05063282749899195,0.0,0.007207943937764006,0.0,0.05154380479763513,0.0,0.0,0.0,0.026601921232703697,0.05063282749899195,0.0,0.007277877455230367,0.010258966826312658,0.051235669979317326,0.018760733505613258,0.02142158672091296,0.026601921232703697,0.05063282749899195,0.0,0.0,0.031720898967726514,0.03859512529421429,0.08285981559837827,1.0,0.051235669979317326,0.032007476982907436,0.026601921232703697,0.007277877455230367,0.0,0.0,0.0,0.05063282749899195,0.03429812367845061,0.0,0.05063282749899195,0.017807690231754453,0.0,0.0,0.026601921232703697,0.026601921232703697,0.0,0.05063282749899195,0.017807690231754453,0.010258966826312658,0.02142158672091296,0.0,0.05063282749899195,0.03429812367845061,0.051235669979317326,0.0,0.0,1.0,0.018760733505613258,0.0
Anxiety_Lamotrigine_C0064636,0.022851811671477297,0.022851811671477297,0.01780769023175445,0.02285423614114746,0.0,0.0,0.0,0.03404843643541737,0.011076871426610284,0.011076871426610284,0.01780769023175445,0.03404843643541737,0.011076871426610284,0.011076871426610284,0.005676841283014392,0.0,0.0,0.01780769023175445,1.0,0.023342300927986913,0.060493083692618674,0.060493083692618674,0.019567207217174268,0.0,0.0,0.0,0.019567207217174268,1.0,0.03401194509406149,0.03991264863770631,0.0,0.03404843643541737,0.06807367689794902,0.05904017162441457,0.01780769023175445,0.03401194509406149,1.0,0.0,0.03991264863770631,0.019567207217174268,0.02402370182564746,0.06807367689794902,0.019567207217174268,0.019567207217174268,0.03401194509406149,0.0,1.0,0.0,0.0,0.03991264863770631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03401194509406149,0.0,0.004163781036749048,0.03401194509406149,0.0,0.004909105460081457,0.0,0.03404843643541737,0.0,0.0,0.0,0.019567207217174268,0.03401194509406149,0.0,0.005676841283014392,0.03991264863770631,0.03589454237956547,0.013720197042303284,0.05904017162441457,0.019567207217174268,0.03401194509406149,0.0,0.0,0.018884508333904367,0.0,0.018309633071909297,0.01780769023175445,0.03589454237956547,0.0,0.019567207217174268,0.005676841283014392,0.0,0.0,0.0,0.03401194509406149,0.02402370182564746,0.0,0.03401194509406149,1.0,0.0,0.0,0.019567207217174268,0.019567207217174268,0.0,0.03401194509406149,1.0,0.03991264863770631,0.05904017162441457,0.0,0.03401194509406149,0.02402370182564746,0.03589454237956547,0.0,0.0,0.01780769023175445,0.013720197042303284,0.0
Anxiety_Prochlorperazine_C0033229,0.04534317892882741,0.04534317892882741,0.03453812367253585,0.045690382592355576,0.0,0.0,0.0,0.06728748594116603,0.020096012465239177,0.020096012465239177,0.03453812367253585,0.06728748594116603,0.020096012465239177,0.020096012465239177,0.00968785175409148,0.0,0.0,0.03453812367253585,0.023342300927986913,1.0,0.0343516302798498,0.0343516302798498,0.034642409188017864,0.0,0.0,0.0,0.034642409188017864,0.023342300927986913,0.06721450325845428,0.01347004674306768,0.0,0.06728748594116603,0.013389214788114934,0.028056898683306904,0.03453812367253585,0.06721450325845428,0.023342300927986913,0.0,0.01347004674306768,0.034642409188017864,0.045255586910725384,0.013389214788114934,0.034642409188017864,0.034642409188017864,0.06721450325845428,0.0,0.023342300927986913,0.0,0.0,0.01347004674306768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06721450325845428,0.0,0.02100819673529109,0.06721450325845428,0.0,0.00978104768907126,0.0,0.06728748594116603,0.0,0.0,0.0,0.034642409188017864,0.06721450325845428,0.0,0.00968785175409148,0.01347004674306768,0.06760135964827663,0.023131238184286897,0.028056898683306904,0.034642409188017864,0.06721450325845428,0.0,0.0,0.034835910184635124,0.0,0.034851393764484956,0.03453812367253585,0.06760135964827663,0.0,0.034642409188017864,0.00968785175409148,0.0,0.0,0.0,0.06721450325845428,0.045255586910725384,0.0,0.06721450325845428,0.023342300927986913,0.0,0.0,0.034642409188017864,0.034642409188017864,0.0,0.06721450325845428,0.023342300927986913,0.01347004674306768,0.028056898683306904,0.0,0.06721450325845428,0.045255586910725384,0.06760135964827663,0.0,0.0,0.03453812367253585,0.023131238184286897,0.0
Anxiety_Dilantin_C0031507,0.03384016129929282,0.03384016129929282,0.02581562014028272,0.03384379800379807,0.0,0.0,0.0,0.05066409903364234,0.015285606136163206,0.015285606136163206,0.02581562014028272,0.05066409903364234,0.015285606136163206,0.015285606136163206,0.007033634640803874,0.0,0.0,0.02581562014028272,0.06049308369261866,0.0343516302798498,1.0,1.0,0.02688250759266086,0.0,0.0,0.0,0.02688250759266086,0.06049308369261866,0.05060936202160853,0.03139261828863677,0.0,0.05066409903364234,0.03861636232934677,0.027754990718503278,0.02581562014028272,0.05060936202160853,0.06049308369261866,0.0,0.03139261828863677,0.02688250759266086,0.03487844291790247,0.03861636232934677,0.02688250759266086,0.02688250759266086,0.05060936202160853,0.0,0.06049308369261866,0.0,0.0,0.03139261828863677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05060936202160853,0.0,0.0058150862474037265,0.05060936202160853,0.0,0.007069576580294542,0.0,0.05066409903364234,0.0,0.0,0.0,0.02688250759266086,0.05060936202160853,0.0,0.007033634640803874,0.03139261828863677,0.052106148838495125,0.018410404318669988,0.027754990718503278,0.02688250759266086,0.05060936202160853,0.0,0.0,0.02640034050929163,0.0,0.026088360717645594,0.02581562014028272,0.052106148838495125,0.0,0.02688250759266086,0.007033634640803874,0.0,0.0,0.0,0.05060936202160853,0.03487844291790247,0.0,0.05060936202160853,0.06049308369261866,0.0,0.0,0.02688250759266086,0.02688250759266086,0.0,0.05060936202160853,0.06049308369261866,0.03139261828863677,0.027754990718503278,0.0,0.05060936202160853,0.03487844291790247,0.052106148838495125,0.0,0.0,0.02581562014028272,0.018410404318669988,0.0
Anxiety_Phenytoin_C0031507,0.03384016129929282,0.03384016129929282,0.02581562014028272,0.03384379800379807,0.0,0.0,0.0,0.05066409903364234,0.015285606136163206,0.015285606136163206,0.02581562014028272,0.05066409903364234,0.015285606136163206,0.015285606136163206,0.007033634640803874,0.0,0.0,0.02581562014028272,0.06049308369261866,0.0343516302798498,1.0,1.0,0.02688250759266086,0.0,0.0,0.0,0.02688250759266086,0.06049308369261866,0.05060936202160853,0.03139261828863677,0.0,0.05066409903364234,0.03861636232934677,0.027754990718503278,0.02581562014028272,0.05060936202160853,0.06049308369261866,0.0,0.03139261828863677,0.02688250759266086,0.03487844291790247,0.03861636232934677,0.02688250759266086,0.02688250759266086,0.05060936202160853,0.0,0.06049308369261866,0.0,0.0,0.03139261828863677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05060936202160853,0.0,0.0058150862474037265,0.05060936202160853,0.0,0.007069576580294542,0.0,0.05066409903364234,0.0,0.0,0.0,0.02688250759266086,0.05060936202160853,0.0,0.007033634640803874,0.03139261828863677,0.052106148838495125,0.018410404318669988,0.027754990718503278,0.02688250759266086,0.05060936202160853,0.0,0.0,0.02640034050929163,0.0,0.026088360717645594,0.02581562014028272,0.052106148838495125,0.0,0.02688250759266086,0.007033634640803874,0.0,0.0,0.0,0.05060936202160853,0.03487844291790247,0.0,0.05060936202160853,0.06049308369261866,0.0,0.0,0.02688250759266086,0.02688250759266086,0.0,0.05060936202160853,0.06049308369261866,0.03139261828863677,0.027754990718503278,0.0,0.05060936202160853,0.03487844291790247,0.052106148838495125,0.0,0.0,0.02581562014028272,0.018410404318669988,0.0
Anxiety and Stress_Fluoxetine_C0016365,0.03440389219203691,0.03440389219203691,0.026601921232703704,0.03440752889654216,0.0,0.0,0.0,0.05063968350724251,0.01716293777711331,0.01716293777711331,0.026601921232703704,0.05063968350724251,0.01716293777711331,0.01716293777711331,0.008428355679749682,0.0,0.0,0.026601921232703704,0.01956720721717427,0.03464240918801786,0.02688250759266086,0.02688250759266086,1.0,0.0,0.0,0.0,1.0,0.01956720721717427,0.0505849464952087,0.05404568169102565,0.0,0.05063968350724251,0.012538222423260881,0.02533065195001681,0.026601921232703704,0.0505849464952087,0.01956720721717427,0.0,0.05404568169102565,1.0,0.036168301093230514,0.012538222423260881,1.0,1.0,0.0505849464952087,0.0,0.01956720721717427,0.0,0.0,0.05404568169102565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0505849464952087,0.0,0.005943894503981791,0.0505849464952087,0.0,0.007457576189795774,0.0,0.05063968350724251,0.0,0.0,0.0,1.0,0.0505849464952087,0.0,0.008428355679749682,0.05404568169102565,0.05404093610148719,0.020166794247178977,0.02533065195001681,1.0,0.0505849464952087,0.0,0.0,0.027413341882011333,0.0,0.026827896763751254,0.026601921232703704,0.05404093610148719,0.0,1.0,0.008428355679749682,0.0,0.0,0.0,0.0505849464952087,0.036168301093230514,0.0,0.0505849464952087,0.01956720721717427,0.0,0.0,1.0,1.0,0.0,0.0505849464952087,0.01956720721717427,0.05404568169102565,0.02533065195001681,0.0,0.0505849464952087,0.036168301093230514,0.05404093610148719,0.0,0.0,0.026601921232703704,0.020166794247178977,0.0
Anxiety and Stress_Amitriptyline_C0002600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anxiety and Stress_Elavil_C0002600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anxiety and Stress_Prazosin_C0032912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849622725082257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07079454702181175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005516269633305627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849622725082257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849622725082257,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039378555989727705,0.0,0.0,0.0
