condition,drugName,rating_count,average_rating,cui
ADHD,Adzenys XR-ODT,21,5.952380952,C4083461
ADHD,Evekeo,20,7.3,C3883382
ADHD,Evekeo,20,7.3,C3883577
ADHD,Evekeo,20,7.3,C5207183
ADHD,Desoxyn,19,9.631578947,C0728809
ADHD,Desoxyn,19,9.631578947,C3228540
ADHD,Desoxyn,19,9.631578947,C0719796
ADHD,Modafinil,17,8.823529412,C0066677
ADHD,Modafinil,17,8.823529412,C1701455
ADHD,Modafinil,17,8.823529412,C0874353
ADHD,Kapvay,17,7.352941176,C2939730
ADHD,Kapvay,17,7.352941176,C3223432
ADHD,Kapvay,17,7.352941176,C3223431
ADHD,Mydayis,15,4.533333333,C4490125
ADHD,Mydayis,15,4.533333333,C4490129
ADHD,Mydayis,15,4.533333333,C4490128
ADHD,Quillivant XR,14,5.357142857,C3499671
ADHD,Quillivant XR,14,5.357142857,C3499676
ADHD,Armodafinil,13,8.230769231,C1701455
ADHD,Armodafinil,13,8.230769231,C1961875
ADHD,Armodafinil,13,8.230769231,C1961880
ADHD,Wellbutrin XL,11,8.909090909,C1330606
ADHD,Wellbutrin XL,11,8.909090909,C1329854
ADHD,Wellbutrin XL,11,8.909090909,C1329853
ADHD,Methylin,11,8.181818182,C0876085
ADHD,Methylin,11,8.181818182,C3230872
ADHD,Methylin,11,8.181818182,C0939379
ADHD,Ritalin LA,10,9.2,C1170586
ADHD,Ritalin LA,10,9.2,C1169842
ADHD,Ritalin LA,10,9.2,C1169840
ADHD,Dyanavel XR,10,6.0,C4080995
ADHD,Dyanavel XR,10,6.0,C4058340
ADHD,Dyanavel XR,10,6.0,C5559178
ADHD,Methylin ER,8,8.5,C0939379
ADHD,Zenzedi,8,8.5,C3644601
ADHD,Zenzedi,8,8.5,C3644605
ADHD,Zenzedi,8,8.5,C3816980
ADHD,Cylert,7,9.571428571,C0719594
ADHD,Cylert,7,9.571428571,C1242745
ADHD,Cylert,7,9.571428571,C0305772
ADHD,Pemoline,7,9.571428571,C0030800
ADHD,Pemoline,7,9.571428571,C0524229
ADHD,Pemoline,7,9.571428571,C0030802
ADHD,Nuvigil,7,8.285714286,C1871544
ADHD,Nuvigil,7,8.285714286,C3233271
ADHD,Nuvigil,7,8.285714286,C2364594
ADHD,Omega-3 polyunsaturated fatty acids,6,8.166666667,C0015689
ADHD,Omega-3 polyunsaturated fatty acids,6,8.166666667,C5673562
ADHD,Omega-3 polyunsaturated fatty acids,6,8.166666667,C5698655
ADHD,Aptensio XR,6,6.833333333,C4032853
ADHD,Aptensio XR,6,6.833333333,C4018719
ADHD,Aptensio XR,6,6.833333333,C4018726
ADHD,Provigil,5,9.2,C0722882
ADHD,Provigil,5,9.2,C3236315
ADHD,Provigil,5,9.2,C0731744
ADHD,Wellbutrin SR,4,8.0,C0724393
ADHD,Wellbutrin SR,4,8.0,C1812857
ADHD,Wellbutrin SR,4,8.0,C1812858
ADHD,Wellbutrin,4,5.5,C0085934
ADHD,Wellbutrin,4,5.5,C0724393
ADHD,Wellbutrin,4,5.5,C1330606
ADHD,Catapres,3,9.333333333,C0699881
ADHD,Catapres,3,9.333333333,C3230342
ADHD,Catapres,3,9.333333333,C0305564
ADHD,Amantadine,3,8.666666667,C0002403
ADHD,Amantadine,3,8.666666667,C0936072
ADHD,Amantadine,3,8.666666667,C0002404
ADHD,Desvenlafaxine,3,8.666666667,C1880288
ADHD,Desvenlafaxine,3,8.666666667,C1742884
ADHD,Desvenlafaxine,3,8.666666667,C4553828
ADHD,Pristiq,2,8.0,C1871864
ADHD,Pristiq,2,8.0,C3232813
ADHD,Pristiq,2,8.0,C3232812
ADHD,Ritalin-SR,2,5.5,C0723094
ADHD,Ritalin-SR,2,5.5,C0307494
Agitated State,Aripiprazole,24,6.583333333,C0299792
Agitated State,Aripiprazole,24,6.583333333,C4056439
Agitated State,Aripiprazole,24,6.583333333,C5553917
Agitated State,Abilify,22,6.409090909,C1170019
Agitated State,Abilify,22,6.409090909,C3220191
Agitated State,Abilify,22,6.409090909,C3554917
Alcohol Dependence,Acamprosate,143,8.867132867,C0284941
Alcohol Dependence,Acamprosate,143,8.867132867,C0592789
Alcohol Dependence,Acamprosate,143,8.867132867,C4751694
Alcohol Dependence,Campral,122,9.008196721,C0592792
Alcohol Dependence,Campral,122,9.008196721,C0592791
Alcohol Dependence,Campral,122,9.008196721,C2756285
Alcohol Dependence,Naltrexone,122,8.631147541,C0027360
Alcohol Dependence,Naltrexone,122,8.631147541,C0355800
Alcohol Dependence,Naltrexone,122,8.631147541,C1266646
Alcohol Dependence,Disulfiram,61,8.672131148,C0012772
Alcohol Dependence,Disulfiram,61,8.672131148,C4255372
Alcohol Dependence,Disulfiram,61,8.672131148,C4255273
Alcohol Dependence,Antabuse,49,9.0,C0591096
Alcohol Dependence,Antabuse,49,9.0,C0349660
Alcohol Dependence,Antabuse,49,9.0,C0573171
Alcohol Dependence,Vivitrol,15,8.733333333,C1712071
Alcohol Dependence,Vivitrol,15,8.733333333,C3241147
Alcohol Dependence,Vivitrol,15,8.733333333,C1712074
Alcohol Dependence,Revia,5,9.2,C0591842
Alcohol Dependence,Revia,5,9.2,C5234920
Alcohol Dependence,Revia,5,9.2,C3232229
Alcohol Withdrawal,Chlordiazepoxide,89,9.483146067,C0008188
Alcohol Withdrawal,Chlordiazepoxide,89,9.483146067,C0700528
Alcohol Withdrawal,Chlordiazepoxide,89,9.483146067,C0274677
Alcohol Withdrawal,Librium,80,9.55,C0013881
Alcohol Withdrawal,Librium,80,9.55,C0008188
Alcohol Withdrawal,Librium,80,9.55,C0306624
Alcohol Withdrawal,Baclofen,54,9.037037037,C0004609
Alcohol Withdrawal,Baclofen,54,9.037037037,C1449616
Alcohol Withdrawal,Baclofen,54,9.037037037,C0687971
Alcohol Withdrawal,Gabapentin,30,8.6,C0060926
Alcohol Withdrawal,Gabapentin,30,8.6,C0484930
Alcohol Withdrawal,Gabapentin,30,8.6,C2700226
Alcohol Withdrawal,Diazepam,9,8.888888889,C0012010
Alcohol Withdrawal,Diazepam,9,8.888888889,C0365777
Alcohol Withdrawal,Diazepam,9,8.888888889,C0202368
Alcohol Withdrawal,Valium,7,8.571428571,C0699187
Alcohol Withdrawal,Valium,7,8.571428571,C0012010
Alcohol Withdrawal,Valium,7,8.571428571,C3240893
Alcohol Withdrawal,Oxazepam,3,8.666666667,C0029997
Alcohol Withdrawal,Oxazepam,3,8.666666667,C0366113
Alcohol Withdrawal,Oxazepam,3,8.666666667,C0202436
Alcohol Withdrawal,Clonidine,3,6.666666667,C0009014
Alcohol Withdrawal,Clonidine,3,6.666666667,C0546860
Alcohol Withdrawal,Clonidine,3,6.666666667,C0274741
Alcohol Withdrawal,Neurontin,2,9.5,C0678176
Alcohol Withdrawal,Neurontin,2,9.5,C3236121
Alcohol Withdrawal,Neurontin,2,9.5,C0355710
Alcohol Withdrawal,Lioresal,2,8.5,C0699999
Alcohol Withdrawal,Lioresal,2,8.5,C0721369
Alcohol Withdrawal,Lioresal,2,8.5,C1242143
Alcohol Withdrawal,Serax,2,8.5,C0702214
Alcohol Withdrawal,Serax,2,8.5,C0307593
Alcohol Withdrawal,Serax,2,8.5,C1242754
Alzheimer's Disease,Donepezil,32,4.8125,C0527316
Alzheimer's Disease,Donepezil,32,4.8125,C0771848
Alzheimer's Disease,Donepezil,32,4.8125,C2828323
Alzheimer's Disease,Aricept,18,5.5,C0527315
Alzheimer's Disease,Aricept,18,5.5,C3224860
Alzheimer's Disease,Aricept,18,5.5,C1650432
Alzheimer's Disease,Memantine,17,4.235294118,C0025242
Alzheimer's Disease,Memantine,17,4.235294118,C0771988
Alzheimer's Disease,Memantine,17,4.235294118,C1572359
Alzheimer's Disease,Rivastigmine,16,6.5625,C0649350
Alzheimer's Disease,Rivastigmine,16,6.5625,C0772415
Alzheimer's Disease,Rivastigmine,16,6.5625,C0980021
Alzheimer's Disease,Exelon,12,6.666666667,C0730987
Alzheimer's Disease,Exelon,12,6.666666667,C3227274
Alzheimer's Disease,Exelon,12,6.666666667,C0732217
Alzheimer's Disease,Namenda,10,4.0,C1330412
Alzheimer's Disease,Namenda,10,4.0,C1878100
Alzheimer's Disease,Namenda,10,4.0,C3232655
Alzheimer's Disease,Galantamine,8,7.625,C0016967
Alzheimer's Disease,Galantamine,8,7.625,C0949312
Alzheimer's Disease,Galantamine,8,7.625,C1260666
Alzheimer's Disease,Namenda XR,2,4.5,C1330412
Alzheimer's Disease,Namenda XR,2,4.5,C2918925
Alzheimer's Disease,Namenda XR,2,4.5,C2918898
Anorexia,Cyproheptadine,85,8.847058824,C0010620
Anorexia,Cyproheptadine,85,8.847058824,C0354872
Anorexia,Cyproheptadine,85,8.847058824,C1266467
Anorexia,Dronabinol,10,7.9,C0039663
Anorexia,Dronabinol,10,7.9,C1246014
Anorexia,Dronabinol,10,7.9,C2699811
Anorexia,Marinol,7,8.428571429,C0728767
Anorexia,Marinol,7,8.428571429,C3234866
Anorexia,Marinol,7,8.428571429,C0306727
Anorexia,Megestrol,7,8.0,C0025175
Anorexia,Megestrol,7,8.0,C0065879
Anorexia,Megestrol,7,8.0,C1563796
Anorexia,Megace ES,2,5.5,C1649231
Anorexia,Megace ES,2,5.5,C1615777
Anxiety,Escitalopram,669,7.825112108,C1099456
Anxiety,Escitalopram,669,7.825112108,C1316867
Anxiety,Escitalopram,669,7.825112108,C1170746
Anxiety,Alprazolam,560,8.826785714,C0002333
Anxiety,Alprazolam,560,8.826785714,C0482776
Anxiety,Alprazolam,560,8.826785714,C0974159
Anxiety,Buspirone,538,6.32527881,C0006462
Anxiety,Buspirone,538,6.32527881,C0700444
Anxiety,Buspirone,538,6.32527881,C0573025
Anxiety,Clonazepam,528,8.564393939,C0009011
Anxiety,Clonazepam,528,8.564393939,C0365723
Anxiety,Clonazepam,528,8.564393939,C0202361
Anxiety,Lexapro,483,7.906832298,C1170371
Anxiety,Lexapro,483,7.906832298,C1099456
Anxiety,Lexapro,483,7.906832298,C3239916
Anxiety,Hydroxyzine,422,5.779620853,C0020404
Anxiety,Hydroxyzine,422,5.779620853,C0600110
Anxiety,Hydroxyzine,422,5.779620853,C0700539
Anxiety,Lorazepam,417,8.278177458,C0024002
Anxiety,Lorazepam,417,8.278177458,C0365953
Anxiety,Lorazepam,417,8.278177458,C0524170
Anxiety,Xanax,375,8.741333333,C0699034
Anxiety,Xanax,375,8.741333333,C3240057
Anxiety,Xanax,375,8.741333333,C1330607
Anxiety,BuSpar,303,6.432343234,C0600122
Anxiety,BuSpar,303,6.432343234,C0875980
Anxiety,BuSpar,303,6.432343234,C1169245
Anxiety,Klonopin,284,8.612676056,C0699315
Anxiety,Klonopin,284,8.612676056,C3226181
Anxiety,Klonopin,284,8.612676056,C0306549
Anxiety,Gabapentin,260,8.088461538,C0060926
Anxiety,Gabapentin,260,8.088461538,C0484930
Anxiety,Gabapentin,260,8.088461538,C2700226
Anxiety,Diazepam,259,8.77992278,C0012010
Anxiety,Diazepam,259,8.77992278,C0365777
Anxiety,Diazepam,259,8.77992278,C0202368
Anxiety,Ativan,227,8.233480176,C0699194
Anxiety,Ativan,227,8.233480176,C3226923
Anxiety,Ativan,227,8.233480176,C0305346
Anxiety,Paroxetine,212,7.410377358,C0070122
Anxiety,Paroxetine,212,7.410377358,C0771019
Anxiety,Paroxetine,212,7.410377358,C1365510
Anxiety,Venlafaxine,191,7.057591623,C0078569
Anxiety,Venlafaxine,191,7.057591623,C0771200
Anxiety,Venlafaxine,191,7.057591623,C1266786
Anxiety,Mirtazapine,180,6.883333333,C0049506
Anxiety,Mirtazapine,180,6.883333333,C0981596
Anxiety,Mirtazapine,180,6.883333333,C2828218
Anxiety,Duloxetine,174,6.965517241,C0245561
Anxiety,Duloxetine,174,6.965517241,C1505020
Anxiety,Duloxetine,174,6.965517241,C4752988
Anxiety,Paxil,169,7.355029586,C0376414
Anxiety,Paxil,169,7.355029586,C0876119
Anxiety,Paxil,169,7.355029586,C3236755
Anxiety,Cymbalta,161,7.055900621,C1505021
Anxiety,Cymbalta,161,7.055900621,C3228463
Anxiety,Cymbalta,161,7.055900621,C3228462
Anxiety,Effexor XR,133,7.315789474,C0595028
Anxiety,Effexor XR,133,7.315789474,C0716074
Anxiety,Effexor XR,133,7.315789474,C0716080
Anxiety,Valium,125,9.096,C0699187
Anxiety,Valium,125,9.096,C0012010
Anxiety,Valium,125,9.096,C3240893
Anxiety,Vistaril,123,5.788617886,C0936278
Anxiety,Vistaril,123,5.788617886,C0724301
Anxiety,Vistaril,123,5.788617886,C3240913
Anxiety,Desvenlafaxine,117,7.299145299,C1880288
Anxiety,Desvenlafaxine,117,7.299145299,C1742884
Anxiety,Desvenlafaxine,117,7.299145299,C4553828
Anxiety,Propranolol,111,7.990990991,C0033497
Anxiety,Propranolol,111,7.990990991,C0282321
Anxiety,Propranolol,111,7.990990991,C0202459
Anxiety,Pristiq,92,7.293478261,C1871864
Anxiety,Pristiq,92,7.293478261,C3232813
Anxiety,Pristiq,92,7.293478261,C3232812
Anxiety,Bupropion,75,7.066666667,C0085208
Anxiety,Bupropion,75,7.066666667,C0484898
Anxiety,Bupropion,75,7.066666667,C0700563
Anxiety,Atarax,62,5.951612903,C0684229
Anxiety,Atarax,62,5.951612903,C0700539
Anxiety,Atarax,62,5.951612903,C0305344
Anxiety,Trazodone,61,7.557377049,C0040805
Anxiety,Trazodone,61,7.557377049,C0282369
Anxiety,Trazodone,61,7.557377049,C0572833
Anxiety,Tramadol,51,9.509803922,C0040610
Anxiety,Tramadol,51,9.509803922,C1266765
Anxiety,Tramadol,51,9.509803922,C2350089
Anxiety,Oxazepam,34,9.117647059,C0029997
Anxiety,Oxazepam,34,9.117647059,C0366113
Anxiety,Oxazepam,34,9.117647059,C0202436
Anxiety,Vilazodone,28,6.678571429,C1530072
Anxiety,Vilazodone,28,6.678571429,C2962546
Anxiety,Vilazodone,28,6.678571429,C4755185
Anxiety,Xanax XR,27,8.814814815,C1330607
Anxiety,Xanax XR,27,8.814814815,C1329640
Anxiety,Xanax XR,27,8.814814815,C1329639
Anxiety,Atenolol,27,7.518518519,C0004147
Anxiety,Atenolol,27,7.518518519,C0687939
Anxiety,Atenolol,27,7.518518519,C0687938
Anxiety,Risperidone,26,6.076923077,C0073393
Anxiety,Risperidone,26,6.076923077,C1266731
Anxiety,Risperidone,26,6.076923077,C0981711
Anxiety,Clonidine,25,7.48,C0009014
Anxiety,Clonidine,25,7.48,C0546860
Anxiety,Clonidine,25,7.48,C0274741
Anxiety,Remeron,25,7.08,C0525726
Anxiety,Remeron,25,7.08,C5441678
Anxiety,Remeron,25,7.08,C0939464
Anxiety,Clorazepate,24,8.958333333,C0008174
Anxiety,Clorazepate,24,8.958333333,C0009033
Anxiety,Clorazepate,24,8.958333333,C0524083
Anxiety,Lamotrigine,24,7.375,C0064636
Anxiety,Lamotrigine,24,7.375,C0524166
Anxiety,Lamotrigine,24,7.375,C2701084
Anxiety,Chlordiazepoxide,20,8.25,C0008188
Anxiety,Chlordiazepoxide,20,8.25,C0700528
Anxiety,Chlordiazepoxide,20,8.25,C0274677
Anxiety,Librium,16,8.25,C0013881
Anxiety,Librium,16,8.25,C0008188
Anxiety,Librium,16,8.25,C0306624
Anxiety,Doxepin,13,7.076923077,C0013085
Anxiety,Doxepin,13,7.076923077,C0365808
Anxiety,Doxepin,13,7.076923077,C0700535
Anxiety,Oxcarbazepine,13,5.923076923,C0069751
Anxiety,Oxcarbazepine,13,5.923076923,C3693189
Anxiety,Oxcarbazepine,13,5.923076923,C1247238
Anxiety,Neurontin,11,8.272727273,C0678176
Anxiety,Neurontin,11,8.272727273,C3236121
Anxiety,Neurontin,11,8.272727273,C0355710
Anxiety,Niravam,10,9.7,C1616710
Anxiety,Serax,10,8.8,C0702214
Anxiety,Serax,10,8.8,C0307593
Anxiety,Serax,10,8.8,C1242754
Anxiety,Prochlorperazine,9,5.666666667,C0033229
Anxiety,Prochlorperazine,9,5.666666667,C0033231
Anxiety,Prochlorperazine,9,5.666666667,C0033230
Anxiety,Tranxene,7,9.428571429,C0699937
Anxiety,Tranxene,7,9.428571429,C0723808
Anxiety,Tranxene,7,9.428571429,C3233070
Anxiety,Paxil CR,7,8.857142857,C0876119
Anxiety,Paxil CR,7,8.857142857,C1169471
Anxiety,Paxil CR,7,8.857142857,C1169801
Anxiety,Klonopin Wafer,6,9.666666667,C1330369
Anxiety,Meprobamate,6,8.166666667,C0025386
Anxiety,Meprobamate,6,8.166666667,C0202411
Anxiety,Meprobamate,6,8.166666667,C0274685
Anxiety,Viibryd,6,7.5,C2962550
Anxiety,Viibryd,6,7.5,C3240353
Anxiety,Viibryd,6,7.5,C2980569
Anxiety,Nefazodone,4,7.25,C0068485
Anxiety,Nefazodone,4,7.25,C0771310
Anxiety,Nefazodone,4,7.25,C0568273
Anxiety,Wellbutrin,4,7.0,C0085934
Anxiety,Wellbutrin,4,7.0,C0724393
Anxiety,Wellbutrin,4,7.0,C1330606
Anxiety,Trifluoperazine,4,6.75,C0040979
Anxiety,Trifluoperazine,4,6.75,C0304381
Anxiety,Trifluoperazine,4,6.75,C0202493
Anxiety,Wellbutrin XL,4,6.0,C1330606
Anxiety,Wellbutrin XL,4,6.0,C1329854
Anxiety,Wellbutrin XL,4,6.0,C1329853
Anxiety,Compazine,4,3.0,C0701017
Anxiety,Compazine,4,3.0,C0524088
Anxiety,Compazine,4,3.0,C0305701
Anxiety,Alprazolam Intensol,3,10.0,C1612399
Anxiety,Diazepam Intensol,3,10.0,C1274011
Anxiety,Amitriptyline / chlordiazepoxide,3,9.666666667,C2742631
Anxiety,Amitriptyline / chlordiazepoxide,3,9.666666667,C1301997
Anxiety,Amitriptyline / chlordiazepoxide,3,9.666666667,C3206772
Anxiety,Amitriptyline / perphenazine,3,9.666666667,C2938509
Anxiety,Amitriptyline / perphenazine,3,9.666666667,C1302097
Anxiety,Amitriptyline / perphenazine,3,9.666666667,C2079566
Anxiety,Kava,3,9.0,C0521083
Anxiety,Kava,3,9.0,C0939882
Anxiety,Kava,3,9.0,C1547290
Anxiety,Pexeva,3,9.0,C1602496
Anxiety,Pexeva,3,9.0,C3232140
Anxiety,Pexeva,3,9.0,C1585400
Anxiety,Tenormin,3,8.666666667,C0592168
Anxiety,Tenormin,3,8.666666667,C0592169
Anxiety,Tenormin,3,8.666666667,C3235856
Anxiety,Miltown,3,7.0,C0700705
Anxiety,Miltown,3,7.0,C0025386
Anxiety,Miltown,3,7.0,C4082447
Anxiety,Catapres,3,6.333333333,C0699881
Anxiety,Catapres,3,6.333333333,C3230342
Anxiety,Catapres,3,6.333333333,C0305564
Anxiety,Stelazine,3,6.0,C0733842
Anxiety,Stelazine,3,6.0,C0307675
Anxiety,Stelazine,3,6.0,C1243186
Anxiety,Trileptal,3,5.666666667,C0876196
Anxiety,Trileptal,3,5.666666667,C0941811
Anxiety,Trileptal,3,5.666666667,C3237600
Anxiety,Lorazepam Intensol,2,10.0,C5448700
Anxiety,Lorazepam Intensol,2,10.0,C0978249
Anxiety,Tranxene SD,2,10.0,C0723808
Anxiety,Tranxene SD,2,10.0,C1659415
Anxiety,Tranxene SD,2,10.0,C0307899
Anxiety,Limbitrol DS,2,9.5,C0721366
Anxiety,Limbitrol DS,2,9.5,C2710531
Anxiety,Limbitrol DS,2,9.5,C0715047
Anxiety,Triavil,2,9.5,C0723883
Anxiety,Triavil,2,9.5,C1242362
Anxiety,Triavil,2,9.5,C0749683
Anxiety,Dilantin,2,8.5,C0031507
Anxiety,Dilantin,2,8.5,C0699512
Anxiety,Dilantin,2,8.5,C0265372
Anxiety,Phenytoin,2,8.5,C0031507
Anxiety,Phenytoin,2,8.5,C0202454
Anxiety,Phenytoin,2,8.5,C0798051
Anxiety,Desyrel,2,8.0,C0701914
Anxiety,Desyrel,2,8.0,C0305882
Anxiety,Desyrel,2,8.0,C3229224
Anxiety,Nadolol,2,7.0,C0027302
Anxiety,Nadolol,2,7.0,C0524197
Anxiety,Nadolol,2,7.0,C0689708
Anxiety,Vanspar,2,1.5,C1617759
Anxiety and Stress,Citalopram,560,7.623214286,C0008845
Anxiety and Stress,Citalopram,560,7.623214286,C1369503
Anxiety and Stress,Citalopram,560,7.623214286,C0724555
Anxiety and Stress,Celexa,319,7.589341693,C0719199
Anxiety and Stress,Celexa,319,7.589341693,C3220444
Anxiety and Stress,Celexa,319,7.589341693,C0716373
Anxiety and Stress,Fluoxetine,303,7.587458746,C0016365
Anxiety and Stress,Fluoxetine,303,7.587458746,C0733380
Anxiety and Stress,Fluoxetine,303,7.587458746,C1608551
Anxiety and Stress,Sertraline,296,7.415540541,C0074393
Anxiety and Stress,Sertraline,296,7.415540541,C0600526
Anxiety and Stress,Sertraline,296,7.415540541,C0524265
Anxiety and Stress,Prozac,199,7.703517588,C0162373
Anxiety and Stress,Prozac,199,7.703517588,C2920365
Anxiety and Stress,Prozac,199,7.703517588,C3236322
Anxiety and Stress,Venlafaxine,94,7.159574468,C0078569
Anxiety and Stress,Venlafaxine,94,7.159574468,C0771200
Anxiety and Stress,Venlafaxine,94,7.159574468,C1266786
Anxiety and Stress,Paroxetine,94,6.787234043,C0070122
Anxiety and Stress,Paroxetine,94,6.787234043,C0771019
Anxiety and Stress,Paroxetine,94,6.787234043,C1365510
Anxiety and Stress,Amitriptyline,86,7.697674419,C0002600
Anxiety and Stress,Amitriptyline,86,7.697674419,C0700523
Anxiety and Stress,Amitriptyline,86,7.697674419,C0202316
Anxiety and Stress,Paxil,73,6.506849315,C0376414
Anxiety and Stress,Paxil,73,6.506849315,C0876119
Anxiety and Stress,Paxil,73,6.506849315,C3236755
Anxiety and Stress,Zoloft,67,7.597014925,C0284660
Anxiety and Stress,Zoloft,67,7.597014925,C5442087
Anxiety and Stress,Zoloft,67,7.597014925,C3241900
Anxiety and Stress,Effexor,38,7.526315789,C0591437
Anxiety and Stress,Effexor,38,7.526315789,C0595028
Anxiety and Stress,Effexor,38,7.526315789,C3227261
Anxiety and Stress,Fluvoxamine,38,5.763157895,C0085228
Anxiety and Stress,Fluvoxamine,38,5.763157895,C0700473
Anxiety and Stress,Fluvoxamine,38,5.763157895,C1266533
Anxiety and Stress,Effexor XR,23,8.217391304,C0595028
Anxiety and Stress,Effexor XR,23,8.217391304,C0716074
Anxiety and Stress,Effexor XR,23,8.217391304,C0716080
Anxiety and Stress,Luvox,20,5.3,C0086307
Anxiety and Stress,Luvox,20,5.3,C2342291
Anxiety and Stress,Luvox,20,5.3,C4729984
Anxiety and Stress,Elavil,15,9.6,C0087119
Anxiety and Stress,Elavil,15,9.6,C0002600
Anxiety and Stress,Elavil,15,9.6,C3227887
Anxiety and Stress,Prazosin,7,9.285714286,C0032912
Anxiety and Stress,Prazosin,7,9.285714286,C0700578
Anxiety and Stress,Prazosin,7,9.285714286,C1266713
Anxiety and Stress,Luvox CR,2,9.0,C2342291
Autism,Risperidone,38,6.210526316,C0073393
Autism,Risperidone,38,6.210526316,C1266731
Autism,Risperidone,38,6.210526316,C0981711
Autism,Aripiprazole,20,7.2,C0299792
Autism,Aripiprazole,20,7.2,C4056439
Autism,Aripiprazole,20,7.2,C5553917
Autism,Risperdal,20,5.4,C0592071
Autism,Risperdal,20,5.4,C0733452
Autism,Risperdal,20,5.4,C1320098
Autism,Abilify,18,7.0,C1170019
Autism,Abilify,18,7.0,C3220191
Autism,Abilify,18,7.0,C3554917
Autism,Geodon,8,4.875,C0939698
Autism,Geodon,8,4.875,C3224623
Autism,Geodon,8,4.875,C0939141
Autism,Ziprasidone,8,4.875,C0380393
Autism,Ziprasidone,8,4.875,C0380392
Autism,Ziprasidone,8,4.875,C1170754
Autism,Venlafaxine,3,7.0,C0078569
Autism,Venlafaxine,3,7.0,C0771200
Autism,Venlafaxine,3,7.0,C1266786
Autism,Effexor,2,10.0,C0591437
Autism,Effexor,2,10.0,C0595028
Autism,Effexor,2,10.0,C3227261
Autism,Memantine,2,8.0,C0025242
Autism,Memantine,2,8.0,C0771988
Autism,Memantine,2,8.0,C1572359
Binge Eating Disorde,Lisdexamfetamine,49,7.693877551,C1873633
