subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0039286;Tamoxifen;AUGMENTS;C0034865;Recombination, Genetic;59
C0042395;Vasoactive Intestinal Peptide;AUGMENTS;C0018270;Growth;24
C0031610;Phosphatidic Acid;AUGMENTS;C0037083;Signal Transduction;13
C0072980;Sirolimus (substance);AUGMENTS;C0037083;Signal Transduction;28
C0021641|3630;Insulin|INS;AUGMENTS;C0599781;glucose uptake;1341
C0021641|3630;Insulin|INS;AUGMENTS;C0243144;uptake;247
C0032594;Polysaccharides;AUGMENTS;C0020291;Hydrolysis;7
C0027754|4803;Nerve Growth Factors|NGF;AUGMENTS;C0040649;Transcription, Genetic;23
C0379099;vacuolar H+-ATPase;AUGMENTS;C1522821;acidification;20
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;AUGMENTS;C0234112;Facilitation;8
C0013227;Pharmaceutical Preparations;AUGMENTS;C0005821;Blood Platelets;9
C0013227;Pharmaceutical Preparations;AUGMENTS;C0027950;neutrophil;27
C0027754|4803;Nerve Growth Factors|NGF;AUGMENTS;C0085103;Neurites;531
C0032594;Polysaccharides;AUGMENTS;C0007634;Cells;61
C0061202;Genistein;AUGMENTS;C0018270;Growth;54
C0014939;Estrogens;AUGMENTS;C1458155;Mammary Neoplasms;60
C0014939;Estrogens;AUGMENTS;C0006142;Malignant neoplasm of breast;350
C0061202;Genistein;AUGMENTS;C0598934;tumor growth;9
C0020281;Hydrogen Peroxide;AUGMENTS;C0243144;uptake;13
C0079941;Open Reading Frames;AUGMENTS;C0040711;Translation, Genetic;14
C0600600;3' Untranslated Regions;AUGMENTS;C0040711;Translation, Genetic;40
C1512886;Internal Ribosome Entry Site;AUGMENTS;C0007634;Cells;6
C0008905;Clathrin;AUGMENTS;C0014139;Endocytosis;586
C0003009;Angiotensin II;AUGMENTS;C0042396;Vascular constriction (function);368
C0030054;Oxygen;AUGMENTS;C0040649;Transcription, Genetic;13
C0018988;Hemin;AUGMENTS;C0040649;Transcription, Genetic;8
C0023810;Lipopolysaccharides;AUGMENTS;C0007634;Cells;5017
C1448177|7124;TNF protein, human|TNF;AUGMENTS;C0175996;Protoplasm;13
C0031727;Phosphotransferases;AUGMENTS;C0007608;cell motility;9
C0079189;cytokine;AUGMENTS;C0007608;cell motility;33
C0025800;Methylnitronitrosoguanidine;AUGMENTS;C0079866;Mutagenesis;30
C1336934|7422;VEGF gene|VEGFA;AUGMENTS;C0302600;Angiogenesis;45
C0079419|7157;TP53 gene|TP53;AUGMENTS;C0011065;Cessation of life;54
C0032136;Plasmids;AUGMENTS;C0301647;Strand breaks;6
C0012854;DNA;AUGMENTS;C0301647;Strand breaks;76
C0033684;Proteins;AUGMENTS;C0018787;Heart;34
C0006100;Bradykinin;AUGMENTS;C0599781;glucose uptake;21
C0019134;Heparin;AUGMENTS;C0001511;Adhesions;9
C0014442;Enzymes;AUGMENTS;C0025519;Metabolism;11
C1511573;Cyclic AMP Response Element;AUGMENTS;C0017262;Gene Expression;12
C0002658;Amphetamine;AUGMENTS;C0023946;Locomotion;233
C0965087|23621;beta-site APP cleaving enzyme 1|BACE1;AUGMENTS;C0006104;Brain;21
C0003211;Anti-Inflammatory Agents, Non-Steroidal;AUGMENTS;C1320716;Cardiovascular event;19
C0022023;Ions;AUGMENTS;C0277793;Onset of illness;8
C0028128;Nitric Oxide;AUGMENTS;C0007587;Cell Death;185
C0220806;Chemicals;AUGMENTS;C0037080;Signal Pathways;8
C0006632;Cadmium;AUGMENTS;C0007587;Cell Death;139
C0006632;Cadmium;AUGMENTS;C0023775;Lipid Peroxidation;96
C0028128;Nitric Oxide;AUGMENTS;C0162638;Apoptosis;675
C0162574;Glycosylation End Products, Advanced;AUGMENTS;C0206116;Microglia;7
C0040845;Tretinoin;AUGMENTS;C0040649;Transcription, Genetic;105
C0028128;Nitric Oxide;AUGMENTS;C0024109;Lung;33
C0017710;Glucocorticoids;AUGMENTS;C0018270;Growth;50
C0027754|4803;Nerve Growth Factors|NGF;AUGMENTS;C0028246;Nociceptors;13
C0387583;cyclooxygenase 2;AUGMENTS;C0029433;Osteogenesis;6
C0002844;Androgens;AUGMENTS;C0376358;Malignant neoplasm of prostate;318
C0002844;Androgens;AUGMENTS;C0006826;Malignant Neoplasms;53
C0002844;Androgens;AUGMENTS;C0431085;[M]Unspecified tumor cell NOS;12
C0002844;Androgens;AUGMENTS;C0027651;Neoplasm;205
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;AUGMENTS;C0006826;Malignant Neoplasms;59
C0010656;caspase;AUGMENTS;C0011065;Cessation of life;100
C0079419|7157;TP53 gene|TP53;AUGMENTS;C0162638;Apoptosis;1614
C1565434;Focal Adhesion Protein-Tyrosine Kinases;AUGMENTS;C0887870;Focal Adhesions;11
C0012854;DNA;AUGMENTS;C0596402;cytotoxicity;22
C0026661;mRNA Precursor;AUGMENTS;C0162771;Spliceosomes;7
C0162772;Reactive Oxygen Species;AUGMENTS;C0037080;Signal Pathways;108
C0052335;arginine methyl ester;AUGMENTS;C0022646;Kidney;6
C0001962;Ethanol;AUGMENTS;C0086982;Signal Transduction Pathways;9
C0005390;Bile Acids;AUGMENTS;C0037080;Signal Pathways;16
C0002520;Amino Acids;AUGMENTS;C0040711;Translation, Genetic;14
C0018284;Growth Factor;AUGMENTS;C0040711;Translation, Genetic;14
C0035668;RNA;AUGMENTS;C0020964;Immunity;28
C0042210;Vaccines;AUGMENTS;C1516031;Antitumor Response;55
C0014912;Estradiol;AUGMENTS;C0018270;Growth;278
C0285558|207;RAC-Alpha Serine/Threonine Kinase|AKT1;AUGMENTS;C0333056;protrusion;10
C0243045;Cyclin-Dependent Kinases;AUGMENTS;C1516334;Cell Cycle Progression;14
C0003320;Antigens;AUGMENTS;C1155266;Inflammatory Response;13
C0080093;N-Methyl-D-Aspartate Receptors;AUGMENTS;C1281026;Entire dentate gyrus;6
C0001443;Adenosine;AUGMENTS;C0037313;Sleep;42
C0105770;beta catenin;AUGMENTS;C0040649;Transcription, Genetic;336
C0034802|1956;Epidermal Growth Factor Receptor|EGFR;AUGMENTS;C0162638;Apoptosis;21
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;AUGMENTS;C0037083;Signal Transduction;111
C0105770;beta catenin;AUGMENTS;C0017262;Gene Expression;40
C0037083;Signal Transduction;AUGMENTS;C0040711;Translation, Genetic;13
C0072108;Proliferating Cell Nuclear Antigen;AUGMENTS;C0014609;Epithelium;7
C0007648;Cellulose;AUGMENTS;C0042784;Viscosity;9
C0061996;guar gum;AUGMENTS;C0042784;Viscosity;12
C0033621;Protein C;AUGMENTS;C0302600;Angiogenesis;7
C0033621;Protein C;AUGMENTS;C0043240;Wound Healing;13
C0034804;Estrogen Receptors;AUGMENTS;C0006826;Malignant Neoplasms;9
C0013227;Pharmaceutical Preparations;AUGMENTS;C0006826;Malignant Neoplasms;28
C0001655|5443;Corticotropin|POMC;AUGMENTS;C0221102;Excretory function;14
C0012471;Dinoprost;AUGMENTS;C0010096;Luteolysis;226
C0022023;Ions;AUGMENTS;C0019054;hemolysis;13
C0242275|1950;Epidermal Growth Factor|EGF;AUGMENTS;C0243144;uptake;58
C0007412;Catecholamines;AUGMENTS;C0023796;Lipolysis;278
C0012054;Bucladesine;AUGMENTS;C0023796;Lipolysis;22
C0052536;aspartic acid receptor;AUGMENTS;C0206249;Long-Term Potentiation;44
5888;RAD51;AUGMENTS;C0599773;Homologous Recombination;82
C0043552;Zymosan;AUGMENTS;C0024432;macrophage;71
C0600251;Interleukin-1 alpha;AUGMENTS;C0162493;Transcriptional Activation;13
C0040018;Thrombin;AUGMENTS;C0599177;protein activation;28
C0085196;Oxidopamine;AUGMENTS;C0031715;Phosphorylation;21
C0162772;Reactive Oxygen Species;AUGMENTS;C0162638;Apoptosis;996
C0813622;Hyaluronan;AUGMENTS;C0225336;Endothelial Cells;7
C0003968;Ascorbic Acid;AUGMENTS;C0012860;DNA Damage;7
C0020281;Hydrogen Peroxide;AUGMENTS;C0007634;Cells;322
C0012854;DNA;AUGMENTS;C0079866;Mutagenesis;30
C0014939;Estrogens;AUGMENTS;C0596290;Cell Proliferation;146
C0020281;Hydrogen Peroxide;AUGMENTS;C1150132;caspase-3 activity;8
C0020281;Hydrogen Peroxide;AUGMENTS;C1330957;Cytokinesis of the fertilized ovum;11
C0079460|1437|3918;Granulocyte-Macrophage Colony-Stimulating Factor|CSF2|LAMC2;AUGMENTS;C0301872;Immune response;12
C0006772;Calmodulin;AUGMENTS;C0037083;Signal Transduction;46
760;CA2;AUGMENTS;C0597675;voltage gated channel;7
C0028040;Nicotine;AUGMENTS;C0027882;Neurons;46
C0042210;Vaccines;AUGMENTS;C0242629;CD8-Positive T-Lymphocytes;66
C0017337;Genes;AUGMENTS;C0149784;biological adaptation to stress;25
C0069389;Okadaic Acid;AUGMENTS;C0031715;Phosphorylation;142
C0136120;perilipin;AUGMENTS;C0023796;Lipolysis;14
C0017337;Genes;AUGMENTS;C0014609;Epithelium;23
C0003402;Antioxidants;AUGMENTS;C0017262;Gene Expression;8
C0023810;Lipopolysaccharides;AUGMENTS;C0162638;Apoptosis;847
C0016365;Fluoxetine;AUGMENTS;C0814002;Neural Development;36
C0016365;Fluoxetine;AUGMENTS;C0596290;Cell Proliferation;18
C0055729;cilostazol;AUGMENTS;C0031715;Phosphorylation;9
C0010762|1555;Cytochrome P450|CYP2B6;AUGMENTS;C1524026;Metabolic Process, Cellular;38
C0023810;Lipopolysaccharides;AUGMENTS;C0024432;macrophage;5065
23038;WDTC1;AUGMENTS;C0035203;Respiration;273
C1099354;RNA, Small Interfering;AUGMENTS;C0162638;Apoptosis;563
C0813872;MK-801;AUGMENTS;C0027882;Neurons;9
C0001962;Ethanol;AUGMENTS;C0006104;Brain;91
C0023810;Lipopolysaccharides;AUGMENTS;C0206116;Microglia;1864
C0001655;Corticotropin;AUGMENTS;C0001625;Adrenal Glands;15
C0019932;Hormones;AUGMENTS;C0040649;Transcription, Genetic;51
C0014264;Endotoxins;AUGMENTS;C0243144;uptake;9
C0034821;Low Density Lipoprotein Receptor;AUGMENTS;C0243144;uptake;19
C0054450;Calcineurin;AUGMENTS;C0037083;Signal Transduction;28
C0059985;fludarabine;AUGMENTS;C0007634;Cells;8
C0005525;Biological Response Modifiers;AUGMENTS;C0027950;neutrophil;8
C0001655;Corticotropin;AUGMENTS;C0428880;Systolic blood pressure;16
C0019588;Histamine;AUGMENTS;C0024109;Lung;29
C0010592;Cyclosporine;AUGMENTS;C0017562;Gingiva;14
C0017337;Genes;AUGMENTS;C0027651;Neoplasm;90
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;AUGMENTS;C0334227;Tumor cells, malignant;7
C0014939;Estrogens;AUGMENTS;C0018270;Growth;536
C0037083;Signal Transduction;AUGMENTS;C0040649;Transcription, Genetic;84
C1176309;bortezomib;AUGMENTS;C0031715;Phosphorylation;10
C0062941;homoharringtonine;AUGMENTS;C0007634;Cells;6
C0755562;U 0126;AUGMENTS;C0162638;Apoptosis;17
C0028630;Nucleotides;AUGMENTS;C0376525;Dimerization;24
C0020281;Hydrogen Peroxide;AUGMENTS;C0040649;Transcription, Genetic;36
C0080222|7040;TGFB1 protein, human|TGFB1;AUGMENTS;C1148673;DNA Binding;7
C0083536;NG-Nitroarginine Methyl Ester;AUGMENTS;C0042396;Vascular constriction (function);26
C0021758;Interleukin-4;AUGMENTS;C0034865;Recombination, Genetic;17
C0035693;RNA, Double-Stranded;AUGMENTS;C0037083;Signal Transduction;7
C0018988;Hemin;AUGMENTS;C0007634;Cells;32
7422;VEGFA;AUGMENTS;C0302600;Angiogenesis;339
C0051844|283;angiogenin|ANG;AUGMENTS;C0302600;Angiogenesis;28
C0039654;Tetradecanoylphorbol Acetate;AUGMENTS;C0027950;neutrophil;557
C0060240;ferric oxide;AUGMENTS;C0013846;Electron Transport;6
C1420485|1917;STN gene|EEF1A2;AUGMENTS;C0029433;Osteogenesis;9
C0143146;Pulmonary Surfactant-Associated Protein A;AUGMENTS;C0031308;Phagocytosis;47
C0003241;Antibodies;AUGMENTS;C0031308;Phagocytosis;172
C0030054;Oxygen;AUGMENTS;C1158770;Transcriptional Regulation;6
C0027754;Nerve Growth Factors;AUGMENTS;C1160337;axonogenesis;30
C0006675;Calcium;AUGMENTS;C0596290;Cell Proliferation;15
C1171892|7422;VEGF protein, human|VEGFA;AUGMENTS;C0007608;cell motility;66
C0038317;Steroids;AUGMENTS;C0009324;Ulcerative Colitis;136
C1172779;Endocannabinoids;AUGMENTS;C0037083;Signal Transduction;13
C0388088;FTY 720;AUGMENTS;C0024264;Lymphocyte;8
C0243192;agonists;AUGMENTS;C0027950;neutrophil;53
C0597357;receptor;AUGMENTS;C0162512;Neostriatum;8
C0031686;Protein phosphatase;AUGMENTS;C0206249;Long-Term Potentiation;8
C0032712;Porphyrins;AUGMENTS;C0007634;Cells;13
C0047645;3-nitrotyrosine;AUGMENTS;C0023884;Liver;6
C0016157;Fish Oils;AUGMENTS;C1158366;fatty acid oxidation;6
C0044602;1-Phosphatidylinositol 3-Kinase;AUGMENTS;C0037083;Signal Transduction;53
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;AUGMENTS;C1148673;DNA Binding;8
C0042210;Vaccines;AUGMENTS;C0301872;Immune response;1455
C0144576;Paclitaxel;AUGMENTS;C0431085;[M]Unspecified tumor cell NOS;6
C0073096;resveratrol;AUGMENTS;C0007634;Cells;47
C1419072|5741;PTH gene|PTH;AUGMENTS;C0029433;Osteogenesis;61
C0243192;agonists;AUGMENTS;C0039195;T-Lymphocytes, Cytotoxic;10
C0033684;Proteins;AUGMENTS;C0016315;Fluorescence;94
C1336646|8743;TNFSF10 gene|TNFSF10;AUGMENTS;C0162638;Apoptosis;8
C0675974;17-(allylamino)-17-demethoxygeldanamycin;AUGMENTS;C0596402;cytotoxicity;9
C0041368;Tumor Necrosis Factors;AUGMENTS;C0031164;Permeability;17
C0021701;Integrins;AUGMENTS;C0037083;Signal Transduction;97
C0022023;Ions;AUGMENTS;C1265875;Disintegration;9
C0042210;Vaccines;AUGMENTS;C0039194;T-Lymphocyte;361
C0042210;Vaccines;AUGMENTS;C0020964;Immunity;318
2551|4780;GABPA|NFE2L2;AUGMENTS;C0600688;Toxic effect;7
C0919426|1571;CYP2E1 gene|CYP2E1;AUGMENTS;C0600688;Toxic effect;32
5971;RELB;AUGMENTS;C0040649;Transcription, Genetic;6
C0037533;Sodium Nitroprusside;AUGMENTS;C0007587;Cell Death;9
C0527316;donepezil;AUGMENTS;C0598958;Neuroprotection;6
C0754623;conserved helix-loop-helix ubiquitous kinase;AUGMENTS;C0162638;Apoptosis;7
C0206492;Antibodies, Bispecific;AUGMENTS;C0596402;cytotoxicity;12
C0032136;Plasmids;AUGMENTS;C1325881;biofilm formation;8
C0206255;Malaria Vaccines;AUGMENTS;C0301872;Immune response;12
C0003241;Antibodies;AUGMENTS;C0544570;Bactericidal activity;23
C0286648;Myeloid differentiation factor 88;AUGMENTS;C0037083;Signal Transduction;25
C1565434;Focal Adhesion Protein-Tyrosine Kinases;AUGMENTS;C0596290;Cell Proliferation;7
C0534519;Caspase-1;AUGMENTS;C0007587;Cell Death;32
C0000970;Acetaminophen;AUGMENTS;C0023884;Liver;788
C0037473;Sodium;AUGMENTS;C1159599;phosphate transport;75
C1257954;Cyclooxygenase 2 Inhibitors;AUGMENTS;C1320716;Cardiovascular event;29
C0007332;Caseins;AUGMENTS;C0018270;Growth;12
C0031853;6-Phytase;AUGMENTS;C1279118;Entire tibia;6
C0019588;Histamine;AUGMENTS;C1267092;Smooth muscle (tissue);16
760;CA2;AUGMENTS;C0014239;Endoplasmic Reticulum;13
C0107103;Brain-Derived Neurotrophic Factor;AUGMENTS;C0206249;Long-Term Potentiation;60
C0107103;Brain-Derived Neurotrophic Factor;AUGMENTS;C0040649;Transcription, Genetic;10
C0243192;agonists;AUGMENTS;C0948482;Analgesic effect;7
C0080093;N-Methyl-D-Aspartate Receptors;AUGMENTS;C0027880;Neuronal Plasticity;26
C0036751;Serotonin;AUGMENTS;C0020885;ileum;9
C0028040;Nicotine;AUGMENTS;C0234112;Facilitation;26
C0031727;Phosphotransferases;AUGMENTS;C0025260;Memory;7
C0013030;Dopamine;AUGMENTS;C0222041;Shell;30
C0085828;Transcription Factor AP-1;AUGMENTS;C0040649;Transcription, Genetic;51
C0042210;Vaccines;AUGMENTS;C0683201;specific immunity;267
202299;LINC01554;AUGMENTS;C0040649;Transcription, Genetic;20
C0162326;DNA Sequence;AUGMENTS;C0042765;Virulence;6
C0380603;Fibroblast Growth Factor 2;AUGMENTS;C0598067;Chondrogenesis;12
C0023810;Lipopolysaccharides;AUGMENTS;C1155008;B Cell Proliferation;56
C0027934;Neurotoxins;AUGMENTS;C0030567;Parkinson Disease;10
C0032200;Platelet-Derived Growth Factor;AUGMENTS;C0037083;Signal Transduction;18
C0032200;Platelet-Derived Growth Factor;AUGMENTS;C0596290;Cell Proliferation;78
C0032200;Platelet-Derived Growth Factor;AUGMENTS;C0007595;Cell Growth;17
C1367307|6774;STAT3 gene|STAT3;AUGMENTS;C0040649;Transcription, Genetic;79
C0032200;Platelet-Derived Growth Factor;AUGMENTS;C0040649;Transcription, Genetic;22
C0005525;Biological Response Modifiers;AUGMENTS;C0301872;Immune response;58
C0012854;DNA;AUGMENTS;C0162638;Apoptosis;161
C0001962;Ethanol;AUGMENTS;C0023884;Liver;415
C0040648;TRANSCRIPTION FACTOR;AUGMENTS;C0018270;Growth;32
C0066772;lysophosphatidic acid;AUGMENTS;C0020291;Hydrolysis;6
C0014442;Enzymes;AUGMENTS;C0043240;Wound Healing;12
C0079189;cytokine;AUGMENTS;C0034963;Natural regeneration;9
C0079189;cytokine;AUGMENTS;C0043240;Wound Healing;85
C0033684;Proteins;AUGMENTS;C0020291;Hydrolysis;77
C0061928;GTPase-Activating Proteins;AUGMENTS;C0020291;Hydrolysis;97
C0080093;N-Methyl-D-Aspartate Receptors;AUGMENTS;C0206249;Long-Term Potentiation;395
C0014822|2056;Erythropoietin|EPO;AUGMENTS;C0014819;Erythropoiesis;103
6010|29984;RHO|RHOD;AUGMENTS;C0597600;Transcription Termination;80
C0087071;Telomerase;AUGMENTS;C0162638;Apoptosis;9
C1367342|7015;TERT gene|TERT;AUGMENTS;C0162638;Apoptosis;6
C0390423|186|101054525;Angiotensin II Receptor, Type 2|AGTR2|PGR-AS1;AUGMENTS;C0162638;Apoptosis;7
C1171892|7422;VEGF protein, human|VEGFA;AUGMENTS;C0162337;Vascular Permeability;146
C0038838;Superoxide Dismutase;AUGMENTS;C0242606;Oxidative Stress;35
C0033488;Propolis;AUGMENTS;C0007634;Cells;6
C0007222;Cardiovascular Diseases;AUGMENTS;C0011847;Diabetes;9
C0012177;Dietary Proteins;AUGMENTS;C1522821;acidification;6
C0028953;Oligonucleotides;AUGMENTS;C0004561;B-Lymphocytes;6
C0246904;Levosimendan;AUGMENTS;C1140999;Contraction;10
C0023779;Lipids;AUGMENTS;C0162638;Apoptosis;72
C0030233;Palmitates;AUGMENTS;C0162638;Apoptosis;309
C0034802|1956;Epidermal Growth Factor Receptor|EGFR;AUGMENTS;C0037083;Signal Transduction;55
C0033684;Proteins;AUGMENTS;C0027651;Neoplasm;35
C0079633;Interleukin-8;AUGMENTS;C0018270;Growth;13
C0023810;Lipopolysaccharides;AUGMENTS;C0013081;Down-Regulation;126
C0949307;Formalin;AUGMENTS;C0027882;Neurons;9
C0030095;Oxytocin;AUGMENTS;C0678903;Neuronal Transmission;6
C0026249;Mitogens;AUGMENTS;C0007634;Cells;57
C0086222;Enhancer;AUGMENTS;C0031164;Permeability;37
C0019134;Heparin;AUGMENTS;C0031715;Phosphorylation;29
C0242275|1950;Epidermal Growth Factor|EGF;AUGMENTS;C0031715;Phosphorylation;11
C0162326;DNA Sequence;AUGMENTS;C0037080;Signal Pathways;6
C0166417|5468;PPAR gamma|PPARG;AUGMENTS;C1159884;adipocyte differentiation;6
C0037657;Somatomedins;AUGMENTS;C0743925;Fetal Growth;7
4654;MYOD1;AUGMENTS;C0040649;Transcription, Genetic;53
C0085942|3725;JUN gene|JUN;AUGMENTS;C0040649;Transcription, Genetic;68
C0017725;Glucose;AUGMENTS;C0031715;Phosphorylation;168
C0017725;Glucose;AUGMENTS;C1256369;insulin secretion;3888
C0003009;Angiotensin II;AUGMENTS;C0005847;Blood Vessels;146
C0010656;caspase;AUGMENTS;C0007587;Cell Death;339
C0010656;caspase;AUGMENTS;C0162638;Apoptosis;1808
C0242210;Binding Protein;AUGMENTS;C1265875;Disintegration;6
C0220802;butyrate;AUGMENTS;C0162638;Apoptosis;95
C0041004;Triglycerides;AUGMENTS;C0369610;Total lipids;14
C0014912;Estradiol;AUGMENTS;C0032961;Pregnancy;33
C0020268;Hydrocortisone;AUGMENTS;C0032961;Pregnancy;23
C0033308;Progesterone;AUGMENTS;C0032961;Pregnancy;59
C0033371|5617;Prolactin|PRL;AUGMENTS;C0032961;Pregnancy;12
C0030054;Oxygen;AUGMENTS;C0005767;Blood;13
C0018284;Growth Factor;AUGMENTS;C0031715;Phosphorylation;140
C0023810;Lipopolysaccharides;AUGMENTS;C0678587;steady state;10
C0022179;Isoflavones;AUGMENTS;C0018270;Growth;13
C0071011;Phytoestrogens;AUGMENTS;C0018270;Growth;7
C0014939;Estrogens;AUGMENTS;C1512505;Breast Cancer Cell;156
C1516334;Cell Cycle Progression;AUGMENTS;C0040649;Transcription, Genetic;7
C0014939;Estrogens;AUGMENTS;C0227525;Hepatocyte;16
C0014264;Endotoxins;AUGMENTS;C0022801;Kupffer Cells;55
C0005390;Bile Acids;AUGMENTS;C0018270;Growth;11
C0085180;Aflatoxin B1;AUGMENTS;C0079866;Mutagenesis;21
C0030842;Penicillins;AUGMENTS;C0037890;Spheroplasts;17
C0030842;Penicillins;AUGMENTS;C0018270;Growth;6
C0023810;Lipopolysaccharides;AUGMENTS;C1325847;Sensitization;18
C0020960;Immune Sera;AUGMENTS;C0031308;Phagocytosis;39
C0021747;Interferons;AUGMENTS;C0598312;DNA biosynthesis;8
C0028908;Oils;AUGMENTS;C0206190;Macrophages, Peritoneal;21
C0005575;Biotin;AUGMENTS;C0018270;Growth;13
C0000983;Acetic Acid;AUGMENTS;C0234194;Nociception;86
C0001551;Immunologic Adjuvants;AUGMENTS;C0020964;Immunity;104
C0597357;receptor;AUGMENTS;C0206249;Long-Term Potentiation;76
C0014912;Estradiol;AUGMENTS;C1512505;Breast Cancer Cell;25
C0079419|7157;TP53 gene|TP53;AUGMENTS;C0596402;cytotoxicity;26
C0013227;Pharmaceutical Preparations;AUGMENTS;C0476643;Encounter due to drug use;15
