subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0003968;Ascorbic Acid;PREVENTS;C0012860;DNA Damage;31
C0015259;Exercise;PREVENTS;C0008679;Chronic Disease;85
C0000981;Acetazolamide;PREVENTS;C0238284;Acute mountain sickness;72
C0010592;Cyclosporine;PREVENTS;C0242606;Oxidative Stress;8
C0969677;alpha Tocopherol;PREVENTS;C0035126;Reperfusion Injury;6
C0243192;agonists;PREVENTS;C0027746;Nerve Degeneration;15
C0010467;Curcumin;PREVENTS;C0006826;Malignant Neoplasms;20
C0687732;Prevention;PREVENTS;C0012860;DNA Damage;8
C0039286;Tamoxifen;PREVENTS;C0029456;Osteoporosis;12
C0007974;Chelating Agents;PREVENTS;C0012860;DNA Damage;8
C0150544;Diabetic care;PREVENTS;C0009566;Complication;52
C0600015;Emotional support;PREVENTS;C0009566;Complication;6
C0013216;Pharmacotherapy;PREVENTS;C1155266;Inflammatory Response;7
C0376466;Ischemic Preconditioning;PREVENTS;C0277785;Functional disorder;11
C0042866;Vitamin D;PREVENTS;C0007102;Malignant tumor of colon;13
C0042866;Vitamin D;PREVENTS;C0004364;Autoimmune Diseases;16
C0003211;Anti-Inflammatory Agents, Non-Steroidal;PREVENTS;C0002395;Alzheimer's Disease;110
C1448177|7124;TNF protein, human|TNF;PREVENTS;C0151763;Liver damage;7
C0087111;Therapeutic procedure;PREVENTS;C0004368;Autoimmunity;20
C0242883;Needle-Exchange Programs;PREVENTS;C0019693;HIV Infections;8
C0087111;Therapeutic procedure;PREVENTS;C0020538;Hypertensive disease;716
C1511790;Detection;PREVENTS;C0020538;Hypertensive disease;388
C0204732;Suicide prevention;PREVENTS;C0038661;Suicide;34
C0003211;Anti-Inflammatory Agents, Non-Steroidal;PREVENTS;C0027651;Neoplasm;16
C0038317;Steroids;PREVENTS;C0013604;Edema;27
C0005976;Bone Transplantation;PREVENTS;C0016658;Fracture;15
C0004057;Aspirin;PREVENTS;C0032584;polyps;8
C0038792;Sulindac;PREVENTS;C0032584;polyps;6
C0538927;celecoxib;PREVENTS;C1527249;Colorectal Cancer;6
C0032042;Placebos;PREVENTS;C0021400;Influenza;11
C0874161;Oseltamivir;PREVENTS;C0021400;Influenza;43
C0874161;Oseltamivir;PREVENTS;C0009566;Complication;17
C0443640;Specific antibody;PREVENTS;C0012634;Disease;19
C0003250;Monoclonal Antibodies;PREVENTS;C1155266;Inflammatory Response;8
C0087111;Therapeutic procedure;PREVENTS;C0018801;Heart failure;201
C0025219;Melatonin;PREVENTS;C0149931;Migraine Disorders;8
C0220908;Screening procedure;PREVENTS;C0007222;Cardiovascular Diseases;30
C0026606;Physical activity;PREVENTS;C0021655;Insulin Resistance;32
C0038039;Sports;PREVENTS;C0028754;Obesity;19
C0026606;Physical activity;PREVENTS;C0850624;Risk factor, cardiovascular;18
C0199451;Continuous Positive Airway Pressure;PREVENTS;C0036974;Shock;13
C0040808;Treatment Protocols;PREVENTS;C0012634;Disease;43
C0073096;resveratrol;PREVENTS;C0175677;Injury;49
C0003402;Antioxidants;PREVENTS;C0175677;Injury;185
C0087111;Therapeutic procedure;PREVENTS;C0240035;Interstitial fibrosis;15
C0038257;Stents;PREVENTS;C0009566;Complication;74
C0021107;Implantation procedure;PREVENTS;C0009566;Complication;204
C0042196;Vaccination;PREVENTS;C0012634;Disease;732
C0042196;Vaccination;PREVENTS;C0042749;Viremia;56
C0042196;Vaccination;PREVENTS;C0162633;Virus Shedding;36
C0857127;Induction;PREVENTS;C0021311;Infection;54
C0014912;Estradiol;PREVENTS;C0242606;Oxidative Stress;21
C0013227;Pharmaceutical Preparations;PREVENTS;C0008679;Chronic Disease;17
C0042866;Vitamin D;PREVENTS;C0008679;Chronic Disease;25
C0003281;anticoagulation;PREVENTS;C0040053;Thrombosis;91
C0004057;Aspirin;PREVENTS;C0879626;Adverse effects;11
C0087111;Therapeutic procedure;PREVENTS;C0011991;Diarrhea;61
C0087111;Therapeutic procedure;PREVENTS;C0015230;Exanthema;13
C0017628;Glyburide;PREVENTS;C0006114;Cerebral Edema;9
C0033488;Propolis;PREVENTS;C0242606;Oxidative Stress;14
C0004057;Aspirin;PREVENTS;C0012634;Disease;22
C0244404;Raloxifene;PREVENTS;C0029456;Osteoporosis;76
C0087111;Therapeutic procedure;PREVENTS;C0242350;Erectile dysfunction;19
C0009244;Cognitive Therapy;PREVENTS;C0011581;Depressive disorder;116
C0087111;Therapeutic procedure;PREVENTS;C0340257;Ventilator-associated lung injury;42
C0038818;Sunscreening Agents;PREVENTS;C0041834;Erythema;34
C0003402;Antioxidants;PREVENTS;C0849640;Damage, skin;18
2551|4780;GABPA|NFE2L2;PREVENTS;C0600688;Toxic effect;25
C0064636;lamotrigine;PREVENTS;C0011581;Depressive disorder;11
C0023660;Lidocaine;PREVENTS;C0175677;Injury;7
C0061863;Granisetron;PREVENTS;C0520904;Postoperative Nausea;33
C0209210;Dolasetron;PREVENTS;C0042963;Vomiting;24
C0209210;Dolasetron;PREVENTS;C0520904;Postoperative Nausea;8
C0061863;Granisetron;PREVENTS;C0042963;Vomiting;181
C0020971;Immunization;PREVENTS;C0021311;Infection;147
C0199176;Prophylactic treatment;PREVENTS;C0009566;Complication;192
C0199176;Prophylactic treatment;PREVENTS;C0149871;Deep Vein Thrombosis;86
C0035273;Resuscitation;PREVENTS;C1155266;Inflammatory Response;7
C0011777;Dexamethasone;PREVENTS;C0042963;Vomiting;399
C1533685;Injection procedure;PREVENTS;C0598934;tumor growth;42
C0538674;Heme Oxygenase-1;PREVENTS;C0175677;Injury;68
C0242687;Early Intervention (Education);PREVENTS;C1457887;Symptoms;8
C0087111;Therapeutic procedure;PREVENTS;C0010054;Coronary Arteriosclerosis;95
C0184661;Procedures;PREVENTS;C0877248;Adverse event;23
C0040736;Transplantation, Autologous;PREVENTS;C0011847;Diabetes;25
C0040616;Anti-Anxiety Agents;PREVENTS;C0009566;Complication;8
C0162758;Serotonin Uptake Inhibitors;PREVENTS;C1457887;Symptoms;31
C0216784;valsartan;PREVENTS;C0011847;Diabetes;9
C0022616;Ketanserin;PREVENTS;C1140999;Contraction;6
C0025842;Methysergide;PREVENTS;C1140999;Contraction;8
C0087111;Therapeutic procedure;PREVENTS;C0242606;Oxidative Stress;726
C0360714;Hydroxymethylglutaryl-CoA Reductase Inhibitors;PREVENTS;C0036690;Septicemia;16
C0344211;Supportive care;PREVENTS;C0009566;Complication;30
C0021641|3630;Insulin|INS;PREVENTS;C0021655;Insulin Resistance;6
C0199176;Prophylactic treatment;PREVENTS;C1142420;Hepatitis B reactivation;27
C0042210;Vaccines;PREVENTS;C0012634;Disease;1213
C0687732;Prevention;PREVENTS;C0009566;Complication;136
C0009653;Condoms, Male;PREVENTS;C0036916;Sexually Transmitted Diseases;201
C0023690;Ligation;PREVENTS;C0175677;Injury;25
C0033684;Proteins;PREVENTS;C0598934;tumor growth;6
C0257685;zoledronic acid;PREVENTS;C0153690;Secondary malignant neoplasm of bone;24
C0257685;zoledronic acid;PREVENTS;C0599877;loss\; bone;124
C0086444;Dexrazoxane;PREVENTS;C0876994;Cardiotoxicity;125
C0132326;Nevirapine;PREVENTS;C0019682;HIV;18
C0013227;Pharmaceutical Preparations;PREVENTS;C0333186;Restenosis;100
C0014264;Endotoxins;PREVENTS;C0012634;Disease;7
C0087111;Therapeutic procedure;PREVENTS;C0011854;Diabetes Mellitus, Insulin-Dependent;68
C0079321;External Fixation Devices;PREVENTS;C0016658;Fracture;25
C0687732;Prevention;PREVENTS;C0041296;Tuberculosis;6
C0087111;Therapeutic procedure;PREVENTS;C0006826;Malignant Neoplasms;335
C0242402;Opioids;PREVENTS;C0520909;Postoperative Nausea and Vomiting;6
C0394664;Acupuncture procedure;PREVENTS;C0520909;Postoperative Nausea and Vomiting;21
C0071011;Phytoestrogens;PREVENTS;C0006142;Malignant neoplasm of breast;28
C0079419|7157;TP53 gene|TP53;PREVENTS;C1608408;Malignant transformation;7
C0042210;Vaccines;PREVENTS;C0021311;Infection;867
C0042210;Vaccines;PREVENTS;C0032285;Pneumonia;81
C0021747;Interferons;PREVENTS;C0042776;Virus;7
C0003241;Antibodies;PREVENTS;C0041296;Tuberculosis;12
C0015259;Exercise;PREVENTS;C1457887;Symptoms;178
C0029365;Orthotic Devices;PREVENTS;C0175677;Injury;13
C0028791;Occlusive Dressings;PREVENTS;C0021311;Infection;7
C0042210;Vaccines;PREVENTS;C0035235;Respiratory Syncytial Virus Infections;23
C0087111;Therapeutic procedure;PREVENTS;C1527249;Colorectal Cancer;31
C0376571|672;BRCA1 gene|BRCA1;PREVENTS;C0006826;Malignant Neoplasms;7
C0547070;Ablation;PREVENTS;C0004153;Atherosclerosis;6
C0199176;Prophylactic treatment;PREVENTS;C1096045;Human immunodeficiency virus transmission;17
C0199176;Prophylactic treatment;PREVENTS;C0242648;Vertical Disease Transmission;24
C0279027;Laser Therapy, Low-Level;PREVENTS;C0030193;Pain;121
C0062525;hepatitis B hyperimmune globulin;PREVENTS;C0019169;Hepatitis B Virus;25
C0971023;entecavir;PREVENTS;C0019169;Hepatitis B Virus;6
C0005525;Biological Response Modifiers;PREVENTS;C0021368;Inflammation;18
C0087111;Therapeutic procedure;PREVENTS;C0021368;Inflammation;1042
C0026606;Physical activity;PREVENTS;C0205254;Sedentary;125
C0087111;Therapeutic procedure;PREVENTS;C0030193;Pain;1270
C0003402;Antioxidants;PREVENTS;C0242606;Oxidative Stress;821
C0003402;Antioxidants;PREVENTS;C0600688;Toxic effect;199
C0199176;Prophylactic treatment;PREVENTS;C0021311;Infection;259
C0013227;Pharmaceutical Preparations;PREVENTS;C0879626;Adverse effects;833
C0013227;Pharmaceutical Preparations;PREVENTS;C0020507;Hyperplasia;18
C0013227;Pharmaceutical Preparations;PREVENTS;C0175677;Injury;117
C0039736;Thalidomide;PREVENTS;C0175677;Injury;11
C1273869;Intervention regimes;PREVENTS;C0743496;END ORGAN DAMAGE;7
C0003281;anticoagulation;PREVENTS;C0857496;Thromboembolic event;73
C0042196;Vaccination;PREVENTS;C0205721;Infections, Hospital;8
C0021403;Influenza virus vaccine;PREVENTS;C0021400;Influenza;181
C0087111;Therapeutic procedure;PREVENTS;C0085631;Agitation;19
C0021079;Therapeutic immunosuppression;PREVENTS;C0879626;Adverse effects;8
C0032042;Placebos;PREVENTS;C0030193;Pain;354
C0041620;Ultrasonic Therapy;PREVENTS;C0030193;Pain;22
C0815170;regular physical activity;PREVENTS;C0012634;Disease;21
C0087111;Therapeutic procedure;PREVENTS;C0340766;Venous hypertension;10
C0740166;Hemostasis procedure;PREVENTS;C0032788;Postoperative Hemorrhage;16
C0087111;Therapeutic procedure;PREVENTS;C0427008;Stiffness;66
C0596902;Membrane Transport Proteins;PREVENTS;C0600688;Toxic effect;18
C0002199;Interferon-alpha;PREVENTS;C0019204;Primary carcinoma of the liver cells;18
C0209738;Lamivudine;PREVENTS;C0019204;Primary carcinoma of the liver cells;15
C0543467;Operative Surgical Procedures;PREVENTS;C0009566;Complication;1104
C0302583;Iron;PREVENTS;C0600688;Toxic effect;30
C0011900;Diagnosis;PREVENTS;C0008679;Chronic Disease;7
C0034665;Ranitidine;PREVENTS;C0041582;Ulcer;13
C0087111;Therapeutic procedure;PREVENTS;C0009566;Complication;3505
C0087111;Therapeutic procedure;PREVENTS;C0011164;Degenerative abnormality;157
C0857127;Induction;PREVENTS;C0021368;Inflammation;45
C0178638;Folate;PREVENTS;C0027794;Neural Tube Defects;140
C0017725;Glucose;PREVENTS;C0242606;Oxidative Stress;14
C0030054;Oxygen;PREVENTS;C0242606;Oxidative Stress;17
C1273869;Intervention regimes;PREVENTS;C1306577;Death (finding);208
C0015259;Exercise;PREVENTS;C0030193;Pain;351
C1515075;Supplementation;PREVENTS;C0849640;Damage, skin;7
C0087111;Therapeutic procedure;PREVENTS;C0233794;Memory impairment;69
C0034618;Radiation therapy;PREVENTS;C0027627;Neoplasm Metastasis;51
C0677666;soy protein isolate;PREVENTS;C0599877;loss\; bone;19
C1522577;follow-up;PREVENTS;C0877248;Adverse event;23
C0184661;Procedures;PREVENTS;C0015376;Extravasation;42
C0543467;Operative Surgical Procedures;PREVENTS;C0032787;Postoperative Complications;246
C0087111;Therapeutic procedure;PREVENTS;C0019204;Primary carcinoma of the liver cells;228
C1273869;Intervention regimes;PREVENTS;C0019693;HIV Infections;192
C1273869;Intervention regimes;PREVENTS;C0205254;Sedentary;115
C0085295;Interleukin-10;PREVENTS;C0021368;Inflammation;47
C0087111;Therapeutic procedure;PREVENTS;C0029456;Osteoporosis;190
C0012798;Diuretics;PREVENTS;C1301700;Cardiovascular morbidity;19
C0013227;Pharmaceutical Preparations;PREVENTS;C1301700;Cardiovascular morbidity;40
C0015689;Fatty Acids, Omega-3;PREVENTS;C0028754;Obesity;19
C0011900;Diagnosis;PREVENTS;C0679838;misdiagnosis;74
C0394162;Deep Brain Stimulation;PREVENTS;C0040822;Tremor;48
C1273869;Intervention regimes;PREVENTS;C0476644;Physical and emotional exhaustion state;302
C0025219;Melatonin;PREVENTS;C0035126;Reperfusion Injury;70
C0857127;Induction;PREVENTS;C0012634;Disease;53
C0003209;Anti-Inflammatory Agents;PREVENTS;C1457887;Symptoms;14
C0013227;Pharmaceutical Preparations;PREVENTS;C0270611;Brain Injuries;35
C0012373;Diltiazem;PREVENTS;C0175677;Injury;7
C0040648;TRANSCRIPTION FACTOR;PREVENTS;C0175677;Injury;7
C0042866;Vitamin D;PREVENTS;C1527249;Colorectal Cancer;25
C0006086;Braces-Orthopedic appliances;PREVENTS;C0175677;Injury;26
C0669372|4843;NOS2A protein, human|NOS2;PREVENTS;C0021368;Inflammation;7
C1096489;Vitamin K antagonist;PREVENTS;C0040053;Thrombosis;21
C0079459;Granulocyte Colony-Stimulating Factor;PREVENTS;C0021311;Infection;23
C0025598;Metformin;PREVENTS;C0007222;Cardiovascular Diseases;12
C0042196;Vaccination;PREVENTS;C0311392;Physical findings;12
C0042196;Vaccination;PREVENTS;C0004368;Autoimmunity;7
C0087111;Therapeutic procedure;PREVENTS;C0021655;Insulin Resistance;180
C0162589;Defibrillators, Implantable;PREVENTS;C0085298;Death, Sudden, Cardiac;347
C0887892;Vaccines, Subunit;PREVENTS;C0012634;Disease;18
C0087111;Therapeutic procedure;PREVENTS;C0042769;Virus Diseases;66
C0019134;Heparin;PREVENTS;C0879626;Adverse effects;8
C0032521;Polymers;PREVENTS;C0879626;Adverse effects;14
C1522577;follow-up;PREVENTS;C0030193;Pain;109
C0087111;Therapeutic procedure;PREVENTS;C0524909;Hepatitis B, Chronic;7
C0087111;Therapeutic procedure;PREVENTS;C0021311;Infection;712
C0070166;clopidogrel;PREVENTS;C0087086;Thrombus;16
C0004933;Behavior Therapy;PREVENTS;C0086132;Depressive Symptoms;47
C0387687|1234;Chemokine (C-C Motif) Receptor 5|CCR5;PREVENTS;C0019693;HIV Infections;13
C0079419|7157;TP53 gene|TP53;PREVENTS;C0596263;Carcinogenesis;13
C0007068;Carboxymethylcellulose;PREVENTS;C0001511;Adhesions;31
C0547070;Ablation;PREVENTS;C1326912;Tumorigenesis;9
C0015259;Exercise;PREVENTS;C0085639;Falls;489
C0150457;Anticoagulant therapy;PREVENTS;C0038454;Cerebrovascular accident;117
C0035273;Resuscitation;PREVENTS;C0270611;Brain Injuries;10
C0087111;Therapeutic procedure;PREVENTS;C0549421;Cartilage damage;10
C0087111;Therapeutic procedure;PREVENTS;C0587240;[X]Erosion of bone;13
C0003281;anticoagulation;PREVENTS;C0038454;Cerebrovascular accident;231
C0004933;Behavior Therapy;PREVENTS;C0260653;Problem behavior;12
C0013227;Pharmaceutical Preparations;PREVENTS;C0035126;Reperfusion Injury;45
C1273869;Intervention regimes;PREVENTS;C0011847;Diabetes;410
C0007367;CATALASE;PREVENTS;C0600688;Toxic effect;51
C0038838;Superoxide Dismutase;PREVENTS;C0600688;Toxic effect;36
C0522536;Allografting;PREVENTS;C0175677;Injury;10
C1273869;Intervention regimes;PREVENTS;C0038435;Stress;666
C0013227;Pharmaceutical Preparations;PREVENTS;C0004623;Bacterial Infections;8
C0184661;Procedures;PREVENTS;C1457887;Symptoms;60
C0036581;Selenium;PREVENTS;C0600688;Toxic effect;118
C0179802;Urinary catheter;PREVENTS;C0021311;Infection;9
C0350056;Adsorbents;PREVENTS;C0600688;Toxic effect;8
C1273869;Intervention regimes;PREVENTS;C0043094;Weight Gain;263
C0282402;Hormone replacement therapy;PREVENTS;C0029456;Osteoporosis;160
C0282402;Hormone replacement therapy;PREVENTS;C0010068;Coronary heart disease;60
C0003250;Monoclonal Antibodies;PREVENTS;C0011847;Diabetes;12
C0003232;Antibiotics;PREVENTS;C0009566;Complication;193
C0010412;Cold Therapy;PREVENTS;C0030193;Pain;56
C0087111;Therapeutic procedure;PREVENTS;C0036572;Seizures;237
C0907402;Insulin, Glargine, Human;PREVENTS;C0342315;Nocturnal hypoglycemia;8
C0042196;Vaccination;PREVENTS;C0007847;Malignant neoplasm of cervix uteri;144
C0175649;Prosthesis;PREVENTS;C0001511;Adhesions;7
C0394162;Deep Brain Stimulation;PREVENTS;C0040188;Tic disorder;10
C0012737;Dissection;PREVENTS;C0175677;Injury;74
C0877136;Antifungal prophylaxis;PREVENTS;C0026946;Mycoses;25
C0040808;Treatment Protocols;PREVENTS;C0026946;Mycoses;6
C0003211;Anti-Inflammatory Agents, Non-Steroidal;PREVENTS;C0030305;Pancreatitis;93
C0043031;Warfarin;PREVENTS;C1112433;Thromboembolic stroke;9
C0087111;Therapeutic procedure;PREVENTS;C0206277;Fatal Outcome;65
C0003402;Antioxidants;PREVENTS;C0035126;Reperfusion Injury;80
C0076611;thymoquinone;PREVENTS;C0035126;Reperfusion Injury;8
C0086388;Health Care;PREVENTS;C0028754;Obesity;11
C1515075;Supplementation;PREVENTS;C0012634;Disease;115
C0013227;Pharmaceutical Preparations;PREVENTS;C0178874;Neoplasm progression;9
C0087111;Therapeutic procedure;PREVENTS;C0026846;Muscular Atrophy;40
C0020282;Hydrogen Sulfide;PREVENTS;C0021368;Inflammation;12
C0394654;Laser acupuncture;PREVENTS;C0030193;Pain;9
C0003232;Antibiotics;PREVENTS;C0205721;Infections, Hospital;23
C0003232;Antibiotics;PREVENTS;C0343386;Clostridium difficile infection;10
C1273869;Intervention regimes;PREVENTS;C0277787;Social stigmata;689
C0004057;Aspirin;PREVENTS;C0032914;Pre-Eclampsia;399
C0042210;Vaccines;PREVENTS;C0039082;Syndrome;10
C0087111;Therapeutic procedure;PREVENTS;C0598940;neuron loss;84
C0394664;Acupuncture procedure;PREVENTS;C0149931;Migraine Disorders;27
C0006086;Braces-Orthopedic appliances;PREVENTS;C0030193;Pain;34
C0087111;Therapeutic procedure;PREVENTS;C0277785;Functional disorder;260
C0087111;Therapeutic procedure;PREVENTS;C0010823;Cytomegalovirus Infections;34
C0033144;Primary Prevention;PREVENTS;C0008679;Chronic Disease;6
C0687732;Prevention;PREVENTS;C0497327;Dementia;13
C1261322;Assessment procedure;PREVENTS;C0879626;Adverse effects;39
C1293116;Introduction procedure;PREVENTS;C0016470;Food Allergy;39
C0086969;Self-Management;PREVENTS;C0004096;Asthma;6
C1515075;Supplementation;PREVENTS;C0028754;Obesity;50
C0087111;Therapeutic procedure;PREVENTS;C0019682;HIV;237
C0087111;Therapeutic procedure;PREVENTS;C0175677;Injury;941
C0034618;Radiation therapy;PREVENTS;C0175677;Injury;14
C0042200;Influenza vaccination;PREVENTS;C0021400;Influenza;206
C0038640;Suction Lipectomy;PREVENTS;C0009566;Complication;13
C0003289;Antidepressive Agents;PREVENTS;C0242606;Oxidative Stress;7
C0054201;Budesonide;PREVENTS;C0006287;Bronchopulmonary Dysplasia;19
C0087111;Therapeutic procedure;PREVENTS;C0856169;Endothelial dysfunction;64
C0003286;Anticonvulsants;PREVENTS;C0036572;Seizures;74
C0017725;Glucose;PREVENTS;C0020615;hypoglycemia;149
C0020944;Immobilization;PREVENTS;C0009566;Complication;20
C0005971;Bone plates;PREVENTS;C0016658;Fracture;51
C0042196;Vaccination;PREVENTS;C0034494;Rabies;40
C0033607;Protease Inhibitor;PREVENTS;C0596402;cytotoxicity;6
C0004057;Aspirin;PREVENTS;C0021368;Inflammation;25
C0001962;Ethanol;PREVENTS;C0151526;Premature Birth;9
C0042211;Vaccines, Attenuated;PREVENTS;C0027983;Newcastle Disease;6
C0023660;Lidocaine;PREVENTS;C0003811;cardiac arrhythmia;23
C0033497;Propranolol;PREVENTS;C0027540;Necrosis;6
C0087111;Therapeutic procedure;PREVENTS;C0003850;Arteriosclerosis;24
C0001617;Adrenal Cortex Hormones;PREVENTS;C1457887;Symptoms;70
C0031412;Phenobarbital;PREVENTS;C0009952;Febrile Convulsions;9
C0034618;Radiation therapy;PREVENTS;C0027651;Neoplasm;75
C0369334;Hepatitis B Virus Surface Antibody;PREVENTS;C0019163;Hepatitis B;12
C0043481;Zinc;PREVENTS;C0600688;Toxic effect;48
C0087111;Therapeutic procedure;PREVENTS;C0014544;Epilepsy;86
C0013227;Pharmaceutical Preparations;PREVENTS;C0036572;Seizures;93
C0013227;Pharmaceutical Preparations;PREVENTS;C0600688;Toxic effect;455
C0014939;Estrogens;PREVENTS;C0010054;Coronary Arteriosclerosis;22
C0014939;Estrogens;PREVENTS;C0029456;Osteoporosis;87
C0019134;Heparin;PREVENTS;C0034065;Pulmonary Embolism;45
C0019134;Heparin;PREVENTS;C0042487;Venous Thrombosis;35
